latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-12.9469,-56.8037,303.7,2.7,1.6,2024-01-01,0121,Terra,MODIS,57,61.03,284.7,19.9,N,0
-12.9416,-56.8109,303.4,2.7,1.6,2024-01-01,0121,Terra,MODIS,55,61.03,284.9,20.9,N,0
-2.2628,-53.7761,303.2,1.1,1.1,2024-01-01,0124,Terra,MODIS,49,61.03,290.8,3.6,N,0
-2.6667,-54.272,302.8,1.2,1.1,2024-01-01,0124,Terra,MODIS,51,61.03,289.2,4.3,N,0
-2.2642,-53.7862,309.2,1.1,1.1,2024-01-01,0124,Terra,MODIS,75,61.03,291.1,8.3,N,0
3.2004,-60.7592,304.7,3,1.7,2024-01-01,0125,Terra,MODIS,58,61.03,290.6,16.6,N,0
-12.5523,-41.4641,313.3,2.4,1.5,2024-01-01,0410,Aqua,MODIS,87,61.03,287,47.1,N,0
-12.5484,-41.4862,321.5,2.4,1.5,2024-01-01,0410,Aqua,MODIS,100,61.03,287.8,75.1,N,0
-16.187,-39.191,302.6,1.4,1.2,2024-01-01,0411,Aqua,MODIS,50,61.03,291.2,6.8,N,0
-2.2667,-56.1197,302.4,1,1,2024-01-01,0546,Aqua,MODIS,39,61.03,287.1,5.8,N,0
-8.7389,-35.1547,317.8,1,1,2024-01-01,1208,Terra,MODIS,67,61.03,296.6,8.2,D,0
-11.521,-38.7502,326.6,1.4,1.2,2024-01-01,1209,Terra,MODIS,73,61.03,295.7,25,D,0
-10.4522,-37.1301,320.7,1.2,1.1,2024-01-01,1209,Terra,MODIS,55,61.03,300.5,8.9,D,0
-10.4859,-38.0311,324.5,1.3,1.1,2024-01-01,1209,Terra,MODIS,55,61.03,299.7,12.4,D,0
-16.4604,-39.1067,319.8,1.3,1.1,2024-01-01,1211,Terra,MODIS,44,61.03,298.4,12.8,D,0
-16.4622,-39.0952,322.1,1.3,1.1,2024-01-01,1211,Terra,MODIS,62,61.03,299.8,15.8,D,0
2.8686,-59.9362,322.2,1.3,1.1,2024-01-01,1344,Terra,MODIS,73,61.03,302.6,9.8,D,0
-2.6793,-55.6261,314.8,1.1,1.1,2024-01-01,1345,Terra,MODIS,46,61.03,297.4,9.6,D,0
-3.9167,-53.9284,312.7,1.5,1.2,2024-01-01,1346,Terra,MODIS,27,61.03,296,12.2,D,0
-13.4438,-54.4228,309.4,1.9,1.3,2024-01-01,1348,Terra,MODIS,40,61.03,284,15.5,D,0
-16.6275,-57.3608,317.4,1.3,1.1,2024-01-01,1349,Terra,MODIS,68,61.03,293.2,12.6,D,0
-12.5449,-41.4843,341.8,2.5,1.5,2024-01-01,1624,Aqua,MODIS,90,61.03,295.3,144.7,D,0
-12.5476,-41.5077,339.3,2.5,1.5,2024-01-01,1624,Aqua,MODIS,88,61.03,292.8,129.3,D,0
-12.5371,-41.4926,347.8,2.5,1.5,2024-01-01,1624,Aqua,MODIS,94,61.03,295.3,192.1,D,0
-12.54,-41.5163,324.5,2.5,1.5,2024-01-01,1624,Aqua,MODIS,74,61.03,293.7,57.2,D,0
-9.494,-35.9986,326.1,1,1,2024-01-01,1625,Aqua,MODIS,61,61.03,303,12.2,D,0
-8.9894,-35.3012,316.7,1,1,2024-01-01,1625,Aqua,MODIS,48,61.03,297.6,6.2,D,0
-8.4659,-35.315,320.5,1,1,2024-01-01,1625,Aqua,MODIS,57,61.03,295.9,9.9,D,0
-9.4065,-43.391,317.3,3.2,1.7,2024-01-01,1625,Aqua,MODIS,7,61.03,291,45.9,D,0
-9.4084,-43.3953,317.6,3.2,1.7,2024-01-01,1625,Aqua,MODIS,47,61.03,292,54.1,D,0
-8.1686,-35.0494,323,1,1,2024-01-01,1625,Aqua,MODIS,76,61.03,294.2,14.8,D,0
-7.1,-42.1855,312.8,2.3,1.5,2024-01-01,1625,Aqua,MODIS,46,61.03,289.9,20.6,D,0
-6.3693,-45.7005,312.6,4.3,1.9,2024-01-01,1626,Aqua,MODIS,63,61.03,287.7,51,D,0
-5.8462,-43.1667,312.2,2.7,1.6,2024-01-01,1626,Aqua,MODIS,61,61.03,289.6,25.5,D,0
-5.3009,-42.9709,306.8,2.5,1.5,2024-01-01,1626,Aqua,MODIS,40,61.03,282.5,14.6,D,0
-22.2674,-54.9691,328.7,1.1,1,2024-01-01,1800,Aqua,MODIS,44,61.03,307.8,17.4,D,0
-21.8662,-53.8369,326.2,1.2,1.1,2024-01-01,1800,Aqua,MODIS,48,61.03,305.6,17.5,D,0
-19.7616,-56.9873,316.3,1,1,2024-01-01,1800,Aqua,MODIS,29,61.03,295.1,6.1,D,0
-15.3916,-59.5756,317.7,1,1,2024-01-01,1802,Aqua,MODIS,32,61.03,298.4,10.7,D,0
-12.5603,-57.1666,318.1,1.1,1,2024-01-01,1802,Aqua,MODIS,41,61.03,298.3,9.4,D,2
-15.0941,-59.6157,320.7,1,1,2024-01-01,1802,Aqua,MODIS,44,61.03,301.1,11,D,0
-3.4781,-59.2477,321.8,1.1,1,2024-01-01,1805,Aqua,MODIS,72,61.03,290.5,14.2,D,0
-2.8697,-60.9538,313.5,1,1,2024-01-01,1805,Aqua,MODIS,59,61.03,296.3,6,D,0
-3.9533,-54.0201,318.1,2.4,1.5,2024-01-01,1805,Aqua,MODIS,54,61.03,293.3,28.4,D,0
-3.9588,-54.0244,319.5,2.4,1.5,2024-01-01,1805,Aqua,MODIS,50,61.03,292.7,34.2,D,0
0.9347,-59.4752,352.6,1.2,1.1,2024-01-01,1806,Aqua,MODIS,96,61.03,304.2,74.2,D,0
0.9442,-59.4766,345.6,1.2,1.1,2024-01-01,1806,Aqua,MODIS,93,61.03,304,56.2,D,0
0.9428,-59.4869,318.7,1.2,1.1,2024-01-01,1806,Aqua,MODIS,65,61.03,302.7,9.6,D,0
1.0386,-59.602,332.5,1.2,1.1,2024-01-01,1806,Aqua,MODIS,84,61.03,301.7,28.1,D,0
1.1057,-59.475,316.1,1.2,1.1,2024-01-01,1806,Aqua,MODIS,51,61.03,302.9,7.2,D,0
1.1042,-59.4854,320.7,1.2,1.1,2024-01-01,1806,Aqua,MODIS,71,61.03,304.4,12.3,D,0
1.1919,-59.8831,349.1,1.1,1.1,2024-01-01,1806,Aqua,MODIS,95,61.03,301.9,63.1,D,0
1.7787,-61.117,322.4,1,1,2024-01-01,1806,Aqua,MODIS,56,61.03,303.2,10.4,D,0
1.8789,-61.319,317.4,1,1,2024-01-01,1806,Aqua,MODIS,42,61.03,299.7,5.5,D,0
0.6622,-59.5226,326.3,1.2,1.1,2024-01-01,1806,Aqua,MODIS,79,61.03,302.9,20.9,D,0
0.6608,-59.5328,324.6,1.2,1.1,2024-01-01,1806,Aqua,MODIS,77,61.03,302.4,18.4,D,0
0.6908,-60.4182,325.3,1.1,1,2024-01-01,1806,Aqua,MODIS,77,61.03,301.3,16.8,D,0
4.3595,-60.7836,324.7,1.1,1,2024-01-01,1807,Aqua,MODIS,77,61.03,303.9,11.1,D,0
2.8628,-59.9254,332.7,1.2,1.1,2024-01-01,1807,Aqua,MODIS,62,61.03,310.1,18,D,0
2.8613,-59.9357,333,1.2,1.1,2024-01-01,1807,Aqua,MODIS,51,61.03,307.9,20.7,D,0
2.8834,-59.9178,331.2,1.2,1.1,2024-01-01,1807,Aqua,MODIS,44,61.03,309.8,16,D,0
2.8819,-59.9281,332.3,1.2,1.1,2024-01-01,1807,Aqua,MODIS,56,61.03,307.2,19.7,D,0
4.2936,-60.728,323.9,1.1,1,2024-01-01,1807,Aqua,MODIS,53,61.03,297.5,14.3,D,0
4.2495,-60.1179,337.1,1.2,1.1,2024-01-01,1807,Aqua,MODIS,79,61.03,306.8,31.3,D,0
4.2445,-60.1215,336,1.2,1.1,2024-01-01,1807,Aqua,MODIS,74,61.03,305.3,30.5,D,0
3.1591,-60.2924,332.7,1.1,1.1,2024-01-01,1807,Aqua,MODIS,78,61.03,307.1,19.1,D,0
3.1497,-60.2911,327.1,1.1,1.1,2024-01-01,1807,Aqua,MODIS,46,61.03,305,10.4,D,0
4.0138,-64.5034,307.8,1.1,1,2024-01-01,1807,Aqua,MODIS,32,61.03,292.4,5.1,D,0
2.9638,-60.8787,326.1,1.1,1,2024-01-01,1807,Aqua,MODIS,67,61.03,297.7,16.4,D,0
-13.9096,-39.8266,304.1,1.7,1.3,2024-01-02,0023,Terra,MODIS,59,61.03,289.8,10.5,N,0
-9.5537,-35.7099,305.7,1,1,2024-01-02,0024,Terra,MODIS,60,61.03,294.3,4.5,N,2
-10.4319,-36.9503,315.5,1.1,1,2024-01-02,0024,Terra,MODIS,91,61.03,295,13.1,N,0
-10.4843,-36.7873,329,1.1,1,2024-01-02,0024,Terra,MODIS,100,61.03,295.4,28,N,0
-10.483,-36.7778,331.6,1.1,1,2024-01-02,0024,Terra,MODIS,100,61.03,295.7,31.7,N,0
-9.287,-35.6483,309.7,1,1,2024-01-02,0024,Terra,MODIS,77,61.03,293.4,7.6,N,0
-6.3753,-46.8051,308.1,4.8,2,2024-01-02,0025,Terra,MODIS,58,61.03,283.3,75.1,N,0
-6.3756,-46.8117,310.9,4.8,2,2024-01-02,0025,Terra,MODIS,73,61.03,283.1,96.5,N,0
0.2533,-60.419,314.5,1.1,1,2024-01-02,0205,Terra,MODIS,89,61.03,294.8,13.2,N,0
0.698,-60.4164,311,1.1,1.1,2024-01-02,0205,Terra,MODIS,80,61.03,295,10.1,N,0
3.5777,-59.7157,311.1,1.3,1.1,2024-01-02,0206,Terra,MODIS,82,61.03,292.1,12.2,N,0
3.5894,-59.7054,315,1.3,1.1,2024-01-02,0206,Terra,MODIS,90,61.03,291.6,17,N,0
4.2717,-60.6995,316.3,1.2,1.1,2024-01-02,0206,Terra,MODIS,93,61.03,293.2,14.4,N,0
4.2702,-60.7101,311.6,1.2,1.1,2024-01-02,0206,Terra,MODIS,83,61.03,292.9,9.7,N,0
3.5878,-59.7171,310.3,1.3,1.1,2024-01-02,0206,Terra,MODIS,80,61.03,291.9,11.5,N,0
3.1242,-61.0891,306.3,1.1,1,2024-01-02,0206,Terra,MODIS,68,61.03,294.5,5.1,N,0
4.1108,-61.2847,304.5,1.7,1.3,2024-01-02,0625,Aqua,MODIS,60,61.03,289.6,10.8,N,0
-4.7642,-42.4383,316.2,1,1,2024-01-02,1248,Terra,MODIS,47,61.03,295.3,5.4,D,0
-5.477,-36.4307,317.9,2.7,1.6,2024-01-02,1248,Terra,MODIS,24,61.03,295.8,33.8,D,0
-4.5511,-38.2396,328.9,1.9,1.3,2024-01-02,1248,Terra,MODIS,81,61.03,290.2,55.6,D,0
-3.7584,-42.252,316.8,1,1,2024-01-02,1248,Terra,MODIS,68,61.03,295.9,9.3,D,0
-6.0535,-39.4982,315.8,1.6,1.2,2024-01-02,1248,Terra,MODIS,42,61.03,292.6,12.2,D,0
-9.4701,-35.9321,314.6,3.4,1.7,2024-01-02,1249,Terra,MODIS,48,61.03,294.3,30.9,D,0
-14.24,-40.1904,322.3,1.9,1.3,2024-01-02,1250,Terra,MODIS,71,61.03,296,29.9,D,0
-14.2359,-39.7649,326.5,2,1.4,2024-01-02,1250,Terra,MODIS,80,61.03,298.5,48.4,D,0
-11.1493,-40.7485,334.8,1.5,1.2,2024-01-02,1250,Terra,MODIS,85,61.03,297.3,46.2,D,0
-14.2339,-40.1833,318.6,1.9,1.3,2024-01-02,1250,Terra,MODIS,59,61.03,293.8,20.6,D,0
-11.1511,-40.7349,322.9,1.5,1.2,2024-01-02,1250,Terra,MODIS,53,61.03,298.8,18.7,D,0
-13.4091,-46.0978,330.6,1,1,2024-01-02,1250,Terra,MODIS,80,61.03,291.1,25.1,D,0
-11.1432,-40.7397,325.1,1.5,1.2,2024-01-02,1250,Terra,MODIS,62,61.03,300.3,22.9,D,0
-11.6195,-40.4925,317.4,1.6,1.3,2024-01-02,1250,Terra,MODIS,64,61.03,293,15.9,D,0
-13.739,-39.8973,312.1,1.9,1.4,2024-01-02,1250,Terra,MODIS,62,61.03,291.1,15.5,D,0
-14.2381,-39.7465,316.7,2,1.4,2024-01-02,1250,Terra,MODIS,50,61.03,293,20.4,D,0
-22.6951,-47.6584,324,1,1,2024-01-02,1253,Terra,MODIS,75,61.03,301.4,11.1,D,2
2.6847,-60.5506,321.8,2.2,1.4,2024-01-02,1424,Terra,MODIS,76,61.03,294.5,42,D,0
3.5735,-60.0954,320.9,2.3,1.5,2024-01-02,1424,Terra,MODIS,75,61.03,303.4,23.9,D,0
2.6846,-60.5562,319.2,2.2,1.4,2024-01-02,1424,Terra,MODIS,54,61.03,294.7,31.4,D,0
1.7296,-60.657,318.8,2.3,1.5,2024-01-02,1425,Terra,MODIS,76,61.03,296.2,37.6,D,0
-2.5179,-66.0888,312.3,1.1,1,2024-01-02,1426,Terra,MODIS,61,61.03,296.1,6.4,D,2
-3.3546,-64.721,312.5,1.3,1.1,2024-01-02,1426,Terra,MODIS,0,61.03,296.2,7.8,D,2
-25.8931,-48.5804,310.9,2.2,1.4,2024-01-02,1702,Aqua,MODIS,0,61.03,296.3,16.4,D,2
-20.7608,-48.3541,320.7,1.8,1.3,2024-01-02,1703,Aqua,MODIS,21,61.03,301.1,22.5,D,0
-20.1579,-48.1838,315.9,1.7,1.3,2024-01-02,1703,Aqua,MODIS,25,61.03,295.6,13.5,D,0
-20.466,-49.5079,316.9,2.1,1.4,2024-01-02,1703,Aqua,MODIS,37,61.03,297.3,25.9,D,0
-19.8737,-44.9998,315,1.1,1,2024-01-02,1703,Aqua,MODIS,0,61.03,292.6,11.1,D,2
-20.548,-49.4313,316.8,2.1,1.4,2024-01-02,1703,Aqua,MODIS,45,61.03,296.5,25.6,D,0
-21.9325,-47.2713,317.4,1.6,1.2,2024-01-02,1703,Aqua,MODIS,53,61.03,296.1,16.2,D,0
-20.7269,-47.8894,315.4,1.6,1.3,2024-01-02,1703,Aqua,MODIS,55,61.03,295.3,16.1,D,2
-19.9973,-52.9626,311.5,3.8,1.8,2024-01-02,1704,Aqua,MODIS,39,61.03,288.3,28.8,D,0
-19.587,-51.045,318.3,2.7,1.6,2024-01-02,1704,Aqua,MODIS,42,61.03,295.9,34.5,D,0
-19.5836,-51.0501,317.3,2.7,1.6,2024-01-02,1704,Aqua,MODIS,50,61.03,296.1,34.6,D,0
-19.5332,-50.9782,317.4,2.7,1.6,2024-01-02,1704,Aqua,MODIS,53,61.03,296.2,29.1,D,0
-15.9671,-39.1057,324,1.6,1.3,2024-01-02,1704,Aqua,MODIS,61,61.03,303,25.3,D,0
-15.8969,-38.8993,333.3,1.7,1.3,2024-01-02,1704,Aqua,MODIS,70,61.03,297.4,41.5,D,0
-15.8997,-38.9043,332.8,1.7,1.3,2024-01-02,1704,Aqua,MODIS,80,61.03,297.3,41.3,D,0
-15.815,-48.0776,312.9,1.5,1.2,2024-01-02,1705,Aqua,MODIS,54,61.03,293,13.3,D,2
-13.5993,-46.2266,319.4,1.1,1,2024-01-02,1705,Aqua,MODIS,57,61.03,298.5,12.6,D,0
-13.5086,-45.9123,316.2,1.1,1,2024-01-02,1705,Aqua,MODIS,0,61.03,296.2,9.3,D,0
-13.0549,-46.7629,320,1.1,1.1,2024-01-02,1705,Aqua,MODIS,66,61.03,299.2,9.6,D,0
-13.48,-50.0787,312.3,1.9,1.3,2024-01-02,1705,Aqua,MODIS,40,61.03,293.1,15.5,D,0
-12.5866,-46.8781,338.7,1.1,1.1,2024-01-02,1705,Aqua,MODIS,89,61.03,297.3,40.6,D,0
-12.588,-46.8883,329.8,1.1,1.1,2024-01-02,1705,Aqua,MODIS,83,61.03,297.3,26,D,0
-12.5609,-51.9564,310.5,2.5,1.5,2024-01-02,1706,Aqua,MODIS,39,61.03,292.3,23.9,D,2
-11.1939,-44.6549,320.6,1,1,2024-01-02,1706,Aqua,MODIS,55,61.03,296.8,11.7,D,0
-7.4931,-38.8829,327.5,2.4,1.5,2024-01-02,1706,Aqua,MODIS,79,61.03,297.2,51.7,D,0
-5.7428,-39.5933,321.4,2.3,1.5,2024-01-02,1707,Aqua,MODIS,0,61.03,294.1,25.7,D,0
-6.5052,-39.434,318.6,2.3,1.5,2024-01-02,1707,Aqua,MODIS,46,61.03,296.7,18.9,D,0
-6.5068,-39.441,321.7,2.3,1.5,2024-01-02,1707,Aqua,MODIS,71,61.03,296.9,29,D,0
-4.7356,-42.9852,315.7,1.3,1.1,2024-01-02,1707,Aqua,MODIS,42,61.03,290.2,10.4,D,0
-3.5719,-38.9188,321.4,2.9,1.6,2024-01-02,1707,Aqua,MODIS,71,61.03,293.4,44.1,D,0
-3.5405,-39.2737,315.3,2.7,1.6,2024-01-02,1708,Aqua,MODIS,35,61.03,291.1,19.7,D,0
-1.9621,-47.5931,318.5,1,1,2024-01-02,1708,Aqua,MODIS,64,61.03,300.1,10.1,D,0
-1.9634,-47.602,318.8,1,1,2024-01-02,1708,Aqua,MODIS,45,61.03,300.8,10.4,D,0
1.3494,-50.4628,310.6,1.2,1.1,2024-01-02,1709,Aqua,MODIS,56,61.03,289,7.4,D,0
-9.0237,-65.695,317.8,1.6,1.2,2024-01-02,1845,Aqua,MODIS,60,61.03,295.9,15.1,D,0
-22.6351,-47.0712,303.1,1.4,1.2,2024-01-03,0101,Terra,MODIS,19,61.03,289.1,10.3,N,0
-15.5631,-39.1968,310.6,1.8,1.3,2024-01-03,0103,Terra,MODIS,80,61.03,290,21,N,0
-15.5591,-39.1921,315.2,1.8,1.3,2024-01-03,0103,Terra,MODIS,91,61.03,289.4,29.9,N,0
-15.5604,-39.1806,309.2,1.8,1.3,2024-01-03,0103,Terra,MODIS,77,61.03,288.1,19.9,N,0
-14.9151,-40.4767,301.9,1.5,1.2,2024-01-03,0103,Terra,MODIS,40,61.03,285,10.8,N,0
-3.8923,-48.942,316.6,1.1,1,2024-01-03,0106,Terra,MODIS,93,61.03,291.1,14.9,N,0
-3.8937,-48.9518,326.6,1.1,1,2024-01-03,0106,Terra,MODIS,100,61.03,291,26.6,N,0
-3.401,-53.8042,310.7,2.4,1.5,2024-01-03,0107,Terra,MODIS,81,61.03,287.8,32.6,N,0
-3.4004,-53.8189,320.9,2.4,1.5,2024-01-03,0107,Terra,MODIS,100,61.03,288.3,63.2,N,0
-3.4039,-53.8248,314,2.4,1.5,2024-01-03,0107,Terra,MODIS,88,61.03,288.6,40.7,N,0
1.3526,-50.4674,302.5,1.2,1.1,2024-01-03,0108,Terra,MODIS,37,61.03,279.1,7.8,N,0
1.3541,-50.4572,302,1.2,1.1,2024-01-03,0108,Terra,MODIS,34,61.03,279.5,7.6,N,0
4.2257,-60.1056,311,3.2,1.7,2024-01-03,0529,Aqua,MODIS,81,61.03,293.5,50.6,N,0
-3.4006,-53.8051,310.3,1,1,2024-01-03,0530,Aqua,MODIS,80,61.03,291.1,8.9,N,0
-3.3992,-53.814,318.2,1,1,2024-01-03,0530,Aqua,MODIS,96,61.03,291.4,15.3,N,0
-3.4023,-52.6781,300.5,1,1,2024-01-03,0530,Aqua,MODIS,26,61.03,289.9,3.2,N,0
-3.5027,-53.9259,303,1,1,2024-01-03,0531,Aqua,MODIS,52,61.03,290.7,4.3,N,0
-9.1549,-36.9379,325.1,2.4,1.5,2024-01-03,1152,Terra,MODIS,67,61.03,293.7,40.1,D,0
4.2334,-60.89,320,3.6,1.8,2024-01-03,1327,Terra,MODIS,74,61.03,299.7,43.9,D,0
4.2058,-60.1162,327.5,3.1,1.7,2024-01-03,1327,Terra,MODIS,82,61.03,298.4,93.4,D,0
4.2095,-60.1439,318.4,3.1,1.7,2024-01-03,1327,Terra,MODIS,73,61.03,297.7,44,D,0
4.2057,-60.1236,325.8,3.1,1.7,2024-01-03,1327,Terra,MODIS,81,61.03,298.4,81.6,D,0
-1.712,-54.3672,321.1,1,1,2024-01-03,1328,Terra,MODIS,73,61.03,297.2,10.1,D,0
-2.8073,-54.699,316.5,1,1,2024-01-03,1328,Terra,MODIS,53,61.03,297.2,7.3,D,0
-5.8577,-48.1268,307.8,2.1,1.4,2024-01-03,1329,Terra,MODIS,48,61.03,284.5,15.9,D,0
-18.5277,-52.1,314.1,1.6,1.3,2024-01-03,1332,Terra,MODIS,32,61.03,293.9,12.4,D,0
-15.4809,-54.3142,304.7,1.1,1,2024-01-03,1332,Terra,MODIS,25,61.03,281.7,5.7,D,0
-19.7468,-56.9801,318.5,1,1,2024-01-03,1333,Terra,MODIS,31,61.03,296.4,7.7,D,0
-21.7202,-52.4196,316.3,1.7,1.3,2024-01-03,1333,Terra,MODIS,55,61.03,299.3,12.3,D,2
-21.3033,-56.193,344.7,1,1,2024-01-03,1333,Terra,MODIS,88,61.03,291.4,50.1,D,0
-23.0556,-49.2684,329.3,3,1.7,2024-01-03,1334,Terra,MODIS,82,61.03,294.6,103.1,D,0
-22.7682,-54.9913,316.6,1.2,1.1,2024-01-03,1334,Terra,MODIS,40,61.03,300.4,10.5,D,0
-23.2205,-52.242,313.8,1.8,1.3,2024-01-03,1334,Terra,MODIS,45,61.03,297.7,11.3,D,0
-23.4721,-52.5531,313.8,1.8,1.3,2024-01-03,1334,Terra,MODIS,56,61.03,298.6,13.5,D,2
-23.4797,-54.1811,316.1,1.4,1.2,2024-01-03,1334,Terra,MODIS,59,61.03,300.4,10.5,D,2
-24.3285,-50.6428,312.2,2.5,1.5,2024-01-03,1334,Terra,MODIS,34,61.03,297.8,23.4,D,2
-24.3309,-50.6181,313.1,2.5,1.5,2024-01-03,1334,Terra,MODIS,52,61.03,297.9,27.5,D,2
-25.0418,-49.5956,308.6,3,1.7,2024-01-03,1334,Terra,MODIS,52,61.03,292.4,25.8,D,0
-24.1856,-53.011,316.4,1.7,1.3,2024-01-03,1334,Terra,MODIS,31,61.03,299.7,14.3,D,2
-24.9332,-49.2717,307.3,3.2,1.7,2024-01-03,1334,Terra,MODIS,39,61.03,292,24.2,D,0
-24.6288,-53.3251,314.5,1.6,1.2,2024-01-03,1334,Terra,MODIS,31,61.03,298.3,11.6,D,2
-24.6307,-53.3154,314.8,1.6,1.2,2024-01-03,1334,Terra,MODIS,44,61.03,298.5,13.2,D,2
-25.012,-52.1068,310.9,2,1.4,2024-01-03,1334,Terra,MODIS,45,61.03,295,12.5,D,0
-25.1248,-50.0526,310.2,2.8,1.6,2024-01-03,1334,Terra,MODIS,43,61.03,291.9,17.4,D,0
-24.9352,-49.2656,310.8,3.2,1.7,2024-01-03,1334,Terra,MODIS,61,61.03,291.8,37.4,D,0
-22.8278,-49.2854,316.7,3,1.6,2024-01-03,1334,Terra,MODIS,63,61.03,293.3,37.8,D,0
-22.8286,-49.291,314.7,3,1.6,2024-01-03,1334,Terra,MODIS,39,61.03,293.4,28.2,D,0
-22.7205,-51.5361,314.4,2,1.4,2024-01-03,1334,Terra,MODIS,54,61.03,297.4,18.3,D,0
-22.7228,-51.5431,313.1,2,1.4,2024-01-03,1334,Terra,MODIS,47,61.03,296.1,14.5,D,0
-23.0524,-49.2922,342.9,3,1.7,2024-01-03,1334,Terra,MODIS,91,61.03,295.1,202.1,D,0
-23.0551,-49.2631,323.3,3,1.7,2024-01-03,1334,Terra,MODIS,75,61.03,294.4,67.2,D,0
-23.0531,-49.2973,336.3,3,1.7,2024-01-03,1334,Terra,MODIS,87,61.03,294.9,149.1,D,0
-27.245,-52.3564,308.6,2,1.4,2024-01-03,1335,Terra,MODIS,53,61.03,295.2,11.8,D,0
-15.9389,-38.9397,319.5,3.6,1.8,2024-01-03,1608,Aqua,MODIS,56,61.03,295.2,47.2,D,0
-15.9495,-38.976,317.2,3.6,1.8,2024-01-03,1608,Aqua,MODIS,53,61.03,294.4,41.1,D,0
-15.946,-38.9434,319.2,3.6,1.8,2024-01-03,1608,Aqua,MODIS,44,61.03,294.4,48.9,D,0
-15.9422,-38.9723,321.6,3.6,1.8,2024-01-03,1608,Aqua,MODIS,74,61.03,294.8,63.6,D,0
-11.559,-38.0201,328.1,2.6,1.6,2024-01-03,1609,Aqua,MODIS,81,61.03,295.1,69.7,D,0
-7.5957,-35.0317,322.7,1.4,1.2,2024-01-03,1610,Aqua,MODIS,70,61.03,300.3,18,D,0
-7.1166,-35.0438,325.7,1.3,1.1,2024-01-03,1610,Aqua,MODIS,77,61.03,301.1,22.4,D,0
-6.3832,-37.0515,316.9,1.8,1.3,2024-01-03,1610,Aqua,MODIS,25,61.03,298.5,27.3,D,0
-7.1672,-39.0734,313.6,2.7,1.6,2024-01-03,1610,Aqua,MODIS,38,61.03,282.9,32.4,D,0
-6.8482,-35.3214,320.1,1.4,1.2,2024-01-03,1610,Aqua,MODIS,68,61.03,300.3,13.8,D,0
-7.6227,-39.8634,312.2,3.2,1.7,2024-01-03,1610,Aqua,MODIS,21,61.03,286.2,36.1,D,0
-8.1812,-35.0505,313.8,1.4,1.2,2024-01-03,1610,Aqua,MODIS,39,61.03,295.4,8.5,D,0
-4.4395,-37.9352,362.2,2,1.4,2024-01-03,1611,Aqua,MODIS,94,61.03,299,228.9,D,0
-3.1309,-39.7008,325.5,2.6,1.6,2024-01-03,1611,Aqua,MODIS,79,61.03,292.3,66.2,D,0
-4.5053,-38.9119,310.8,2.4,1.5,2024-01-03,1611,Aqua,MODIS,31,61.03,286.7,20.6,D,0
-3.1365,-39.6948,324.9,2.6,1.6,2024-01-03,1611,Aqua,MODIS,78,61.03,289.9,63,D,0
-4.4357,-37.9425,352.2,2,1.4,2024-01-03,1611,Aqua,MODIS,0,61.03,299.4,158,D,0
-4.4332,-37.9249,345.9,2,1.4,2024-01-03,1611,Aqua,MODIS,88,61.03,298.6,122.2,D,0
-25.8296,-53.7445,317.6,1.1,1,2024-01-03,1743,Aqua,MODIS,66,61.03,303.6,10.2,D,2
-25.6714,-53.8086,320.5,1.1,1,2024-01-03,1743,Aqua,MODIS,55,61.03,303.3,11.7,D,2
-27.1468,-52.3614,314.9,1,1,2024-01-03,1743,Aqua,MODIS,62,61.03,298.8,6.7,D,0
-23.9554,-55.2876,315.1,1.2,1.1,2024-01-03,1744,Aqua,MODIS,55,61.03,299.3,9.6,D,0
-22.8185,-54.0267,324.2,1,1,2024-01-03,1744,Aqua,MODIS,44,61.03,307.7,12.1,D,0
-25.2433,-53.9739,316.2,1.1,1,2024-01-03,1744,Aqua,MODIS,43,61.03,298.6,9.1,D,2
-25.2447,-53.9845,320.4,1.1,1,2024-01-03,1744,Aqua,MODIS,47,61.03,303.9,13.6,D,2
-24.4443,-52.8942,322.8,1,1,2024-01-03,1744,Aqua,MODIS,40,61.03,302.1,9.3,D,0
-24.2785,-53.224,318.3,1,1,2024-01-03,1744,Aqua,MODIS,48,61.03,302.3,6.2,D,0
-23.8132,-51.9715,326.3,1,1,2024-01-03,1744,Aqua,MODIS,76,61.03,309.8,13.1,D,0
-24.0053,-53.7066,320.5,1,1,2024-01-03,1744,Aqua,MODIS,49,61.03,304.5,7.3,D,2
-23.7701,-52.2455,324.4,1,1,2024-01-03,1744,Aqua,MODIS,58,61.03,307.1,10.7,D,0
-23.8458,-54.6939,319.3,1.1,1.1,2024-01-03,1744,Aqua,MODIS,32,61.03,304.6,9.8,D,0
-23.3264,-52.294,321.3,1,1,2024-01-03,1744,Aqua,MODIS,39,61.03,304.4,7.9,D,0
-23.2248,-52.7347,329,1,1,2024-01-03,1744,Aqua,MODIS,68,61.03,311.2,15.8,D,0
-23.1751,-53.1621,325.2,1,1,2024-01-03,1744,Aqua,MODIS,28,61.03,305.4,11.2,D,0
-22.7023,-51.0995,332.3,1.1,1,2024-01-03,1744,Aqua,MODIS,37,61.03,313.6,14.3,D,0
-21.8789,-53.9463,322.8,1,1,2024-01-03,1744,Aqua,MODIS,61,61.03,305.2,11.1,D,0
