latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-17.4763,-57.4786,394.2,1,1,2024-01-27,1756,Aqua,MODIS,100,61.03,319.2,205.7,D,0
-17.4867,-57.4869,356.4,1,1,2024-01-27,1756,Aqua,MODIS,49,61.03,322.6,54.1,D,0
-17.4958,-57.4855,392,1,1,2024-01-27,1756,Aqua,MODIS,75,61.03,323,197.4,D,0
-17.5945,-57.3397,340.7,1,1,2024-01-27,1756,Aqua,MODIS,71,61.03,322.5,12.8,D,0
-17.5932,-57.3301,341,1,1,2024-01-27,1756,Aqua,MODIS,72,61.03,321.4,13.9,D,0
-17.6429,-57.4211,343.8,1,1,2024-01-27,1756,Aqua,MODIS,77,61.03,315,31.2,D,0
-17.6416,-57.4114,344.1,1,1,2024-01-27,1756,Aqua,MODIS,73,61.03,319.2,31.7,D,0
-17.6584,-57.3989,354,1,1,2024-01-27,1756,Aqua,MODIS,85,61.03,326.6,44.9,D,0
-17.6571,-57.3893,357.4,1,1,2024-01-27,1756,Aqua,MODIS,85,61.03,328.6,52.7,D,0
-17.6557,-57.3796,343.5,1,1,2024-01-27,1756,Aqua,MODIS,69,61.03,325.8,19.9,D,0
-17.6356,-53.9225,384.4,1.1,1.1,2024-01-27,1756,Aqua,MODIS,0,61.03,306.7,194.8,D,0
-18.6671,-57.3761,379,1.1,1,2024-01-27,1756,Aqua,MODIS,100,61.03,320.9,139.3,D,0
-18.6658,-57.3662,390.8,1.1,1,2024-01-27,1756,Aqua,MODIS,94,61.03,306.5,207.6,D,0
-18.6777,-57.3845,342.1,1.1,1,2024-01-27,1756,Aqua,MODIS,81,61.03,316.7,20.1,D,0
-18.6763,-57.3747,389,1.1,1,2024-01-27,1756,Aqua,MODIS,100,61.03,321.7,192.4,D,0
-18.6749,-57.3648,427.5,1.1,1,2024-01-27,1756,Aqua,MODIS,100,61.03,317.5,487.1,D,0
-18.6854,-57.3733,380.8,1.1,1,2024-01-27,1756,Aqua,MODIS,100,61.03,313.4,154.8,D,0
-18.6841,-57.3634,383,1.1,1,2024-01-27,1756,Aqua,MODIS,100,61.03,308,169.3,D,0
-18.6946,-57.3719,341.1,1.1,1,2024-01-27,1756,Aqua,MODIS,85,61.03,304.7,36.3,D,0
-18.6932,-57.362,334.3,1.1,1,2024-01-27,1756,Aqua,MODIS,82,61.03,302.5,27.8,D,0
-18.701,-57.3652,369.9,1.1,1,2024-01-27,1756,Aqua,MODIS,100,61.03,308,106.9,D,0
-18.8283,-56.6903,341.7,1,1,2024-01-27,1756,Aqua,MODIS,88,61.03,317.2,25.5,D,0
-18.8387,-56.6984,330.8,1,1,2024-01-27,1756,Aqua,MODIS,47,61.03,315.6,8.8,D,0
-17.9593,-50.2945,326.3,1.9,1.3,2024-01-27,1756,Aqua,MODIS,73,61.03,303.8,34.8,D,0
-17.4372,-57.4648,339.5,1,1,2024-01-27,1756,Aqua,MODIS,54,61.03,305.8,32.5,D,0
-17.4386,-57.4744,365.5,1,1,2024-01-27,1756,Aqua,MODIS,87,61.03,311.3,92,D,0
-12.4653,-58.5435,324.2,1,1,2024-01-27,1757,Aqua,MODIS,45,61.03,308.3,14.1,D,2
-12.555,-61.477,313.7,1.5,1.2,2024-01-27,1757,Aqua,MODIS,47,61.03,298.7,13.4,D,0
-12.7274,-60.9048,319.3,1.4,1.2,2024-01-27,1757,Aqua,MODIS,57,61.03,306.2,13.2,D,0
-12.4575,-58.5543,324,1,1,2024-01-27,1757,Aqua,MODIS,25,61.03,309,14,D,2
-12.4562,-58.5449,321.8,1,1,2024-01-27,1757,Aqua,MODIS,39,61.03,306,11.5,D,2
-12.8939,-61.387,317,1.5,1.2,2024-01-27,1757,Aqua,MODIS,29,61.03,304,11.8,D,0
-12.9082,-61.4609,316.4,1.5,1.2,2024-01-27,1757,Aqua,MODIS,46,61.03,300.2,13.6,D,0
-12.8997,-61.3932,321.4,1.5,1.2,2024-01-27,1757,Aqua,MODIS,46,61.03,306.7,17.2,D,0
-12.4383,-56.4404,321.9,1,1,2024-01-27,1757,Aqua,MODIS,33,61.03,301.1,11.5,D,0
-12.4928,-56.4982,322.1,1,1,2024-01-27,1757,Aqua,MODIS,51,61.03,302.4,11.4,D,0
-13.6019,-61.8001,313.8,1.6,1.2,2024-01-27,1757,Aqua,MODIS,40,61.03,296.4,16.6,D,0
-13.3336,-57.08,321,1,1,2024-01-27,1757,Aqua,MODIS,33,61.03,304.6,9.9,D,0
-13.153,-55.8012,346.4,1.1,1,2024-01-27,1757,Aqua,MODIS,66,61.03,314.4,34.8,D,0
-14.5099,-55.686,320.1,1,1,2024-01-27,1757,Aqua,MODIS,44,61.03,306.4,6.7,D,0
-14.8593,-57.7036,322.2,1,1,2024-01-27,1757,Aqua,MODIS,68,61.03,305.9,8.2,D,0
-14.858,-57.6942,327.6,1,1,2024-01-27,1757,Aqua,MODIS,77,61.03,307,14.4,D,0
-14.968,-57.8254,344.7,1,1,2024-01-27,1757,Aqua,MODIS,91,61.03,310.9,39.4,D,0
-15.0401,-57.6161,326.6,1,1,2024-01-27,1757,Aqua,MODIS,39,61.03,312.3,13.1,D,0
-15.1055,-57.8891,331.4,1,1,2024-01-27,1757,Aqua,MODIS,57,61.03,312.7,14.5,D,0
-15.1041,-57.8796,344.8,1,1,2024-01-27,1757,Aqua,MODIS,92,61.03,313.3,37.9,D,0
-13.9122,-56.6856,319.6,1,1,2024-01-27,1757,Aqua,MODIS,37,61.03,302.3,10.8,D,0
-14.2851,-57.4858,331.2,1,1,2024-01-27,1757,Aqua,MODIS,79,61.03,316.2,19.1,D,0
-14.3824,-55.9408,322.6,1,1,2024-01-27,1757,Aqua,MODIS,50,61.03,307,10.6,D,0
-11.601,-57.4585,312.1,1,1,2024-01-27,1758,Aqua,MODIS,13,61.03,287.5,5.5,D,0
2.6715,-60.8313,351.4,1,1,2024-01-27,1801,Aqua,MODIS,95,61.03,309,48.8,D,0
2.6804,-60.8326,332.8,1,1,2024-01-27,1801,Aqua,MODIS,72,61.03,307.7,15,D,0
2.7159,-60.1988,336.7,1,1,2024-01-27,1801,Aqua,MODIS,72,61.03,300.5,24.7,D,0
2.6175,-60.5642,324.9,1,1,2024-01-27,1801,Aqua,MODIS,70,61.03,302.9,12.1,D,0
2.5271,-60.7438,356.4,1,1,2024-01-27,1801,Aqua,MODIS,98,61.03,303.9,66.9,D,0
2.5284,-60.7349,332.7,1,1,2024-01-27,1801,Aqua,MODIS,82,61.03,301.4,21.7,D,0
2.2676,-61.8288,327.5,1,1,2024-01-27,1801,Aqua,MODIS,79,61.03,293,19.7,D,0
2.4068,-60.6836,326.4,1,1,2024-01-27,1801,Aqua,MODIS,26,61.03,306.7,10,D,0
2.3454,-60.9187,334.3,1,1,2024-01-27,1801,Aqua,MODIS,42,61.03,305.6,22.7,D,0
2.3563,-60.463,329.3,1,1,2024-01-27,1801,Aqua,MODIS,78,61.03,304.4,18.5,D,0
2.0373,-61.2014,325.5,1,1,2024-01-27,1801,Aqua,MODIS,59,61.03,301.1,14.1,D,0
1.885,-61.2954,327.9,1,1,2024-01-27,1801,Aqua,MODIS,61,61.03,303.1,17,D,0
1.9182,-60.7537,327,1,1,2024-01-27,1801,Aqua,MODIS,75,61.03,301.4,16.1,D,0
1.9413,-60.5945,330.6,1,1,2024-01-27,1801,Aqua,MODIS,82,61.03,302.9,20.9,D,0
1.9529,-60.515,332.1,1,1,2024-01-27,1801,Aqua,MODIS,79,61.03,303.8,19.9,D,0
1.8778,-60.8317,321.1,1,1,2024-01-27,1801,Aqua,MODIS,67,61.03,302.9,9.2,D,0
1.879,-60.8228,319,1,1,2024-01-27,1801,Aqua,MODIS,35,61.03,302,6.3,D,0
1.9162,-60.5662,326.2,1,1,2024-01-27,1801,Aqua,MODIS,39,61.03,305.4,13.3,D,0
1.9175,-60.5574,333.4,1,1,2024-01-27,1801,Aqua,MODIS,85,61.03,304.8,22.2,D,0
1.6501,-62.2724,313.9,1.1,1,2024-01-27,1801,Aqua,MODIS,42,61.03,298.6,6.9,D,0
1.7944,-61.0923,340,1,1,2024-01-27,1801,Aqua,MODIS,89,61.03,304.6,31.8,D,0
1.8375,-60.54,329.8,1,1,2024-01-27,1801,Aqua,MODIS,77,61.03,295.8,20,D,0
1.7372,-61.1697,337,1,1,2024-01-27,1801,Aqua,MODIS,68,61.03,300.1,28.1,D,0
1.7256,-61.1864,331.6,1,1,2024-01-27,1801,Aqua,MODIS,74,61.03,298.8,22.8,D,0
1.7269,-61.1774,339.6,1,1,2024-01-27,1801,Aqua,MODIS,73,61.03,299.1,33.9,D,0
1.7167,-61.1851,325.5,1,1,2024-01-27,1801,Aqua,MODIS,50,61.03,296.5,14.9,D,0
1.7284,-61.1044,319.6,1,1,2024-01-27,1801,Aqua,MODIS,45,61.03,297.1,7.7,D,0
1.7094,-61.0468,328.4,1,1,2024-01-27,1801,Aqua,MODIS,80,61.03,301.8,16.8,D,0
1.7107,-61.0378,322.5,1,1,2024-01-27,1801,Aqua,MODIS,36,61.03,304.8,9.4,D,0
1.6271,-60.4069,320.1,1,1,2024-01-27,1801,Aqua,MODIS,52,61.03,294.5,11.4,D,0
1.6387,-60.2643,330.8,1,1,2024-01-27,1801,Aqua,MODIS,83,61.03,297.1,21.8,D,0
1.64,-60.2555,347.8,1,1,2024-01-27,1801,Aqua,MODIS,94,61.03,297.3,49.6,D,0
1.6324,-60.1822,333.2,1,1,2024-01-27,1801,Aqua,MODIS,85,61.03,301.7,25.3,D,0
1.5253,-60.7195,340.2,1,1,2024-01-27,1801,Aqua,MODIS,89,61.03,302.4,33.7,D,0
1.5266,-60.7107,366.6,1,1,2024-01-27,1801,Aqua,MODIS,100,61.03,305.4,95.8,D,0
1.5919,-60.2599,408.2,1,1,2024-01-27,1801,Aqua,MODIS,100,61.03,303.9,296.7,D,0
1.3713,-60.8365,350.6,1,1,2024-01-27,1801,Aqua,MODIS,95,61.03,303.7,52.4,D,0
1.3726,-60.8276,321.9,1,1,2024-01-27,1801,Aqua,MODIS,43,61.03,301.4,8.4,D,0
0.8517,-62.6271,316,1.2,1.1,2024-01-27,1801,Aqua,MODIS,51,61.03,299.2,9.2,D,0
0.7362,-63.2788,316.5,1.3,1.1,2024-01-27,1801,Aqua,MODIS,55,61.03,296.1,10.7,D,0
1.1682,-60.327,330.9,1,1,2024-01-27,1801,Aqua,MODIS,82,61.03,295.4,23.5,D,0
1.1222,-60.5188,319.8,1,1,2024-01-27,1801,Aqua,MODIS,43,61.03,300.8,8.9,D,0
0.6207,-63.3023,318.6,1.3,1.1,2024-01-27,1801,Aqua,MODIS,29,61.03,291.1,9.1,D,0
0.5959,-63.327,338.9,1.3,1.1,2024-01-27,1801,Aqua,MODIS,89,61.03,293.4,46.5,D,0
0.5976,-63.3157,325.4,1.3,1.1,2024-01-27,1801,Aqua,MODIS,77,61.03,294.2,18.8,D,0
0.9526,-60.2235,355.4,1,1,2024-01-27,1801,Aqua,MODIS,97,61.03,299.4,66.6,D,0
0.9538,-60.2147,348.9,1,1,2024-01-27,1801,Aqua,MODIS,94,61.03,299.3,52,D,0
1.0142,-59.7989,318,1,1,2024-01-27,1801,Aqua,MODIS,60,61.03,296.3,8.1,D,0
0.9437,-60.2222,388.5,1,1,2024-01-27,1801,Aqua,MODIS,100,61.03,302.6,183.6,D,0
0.945,-60.2134,375.8,1,1,2024-01-27,1801,Aqua,MODIS,100,61.03,301.2,128.8,D,0
0.7726,-60.1941,350.6,1,1,2024-01-27,1801,Aqua,MODIS,95,61.03,297,53.4,D,0
-1.123,-62.9852,321.2,1.3,1.1,2024-01-27,1801,Aqua,MODIS,76,61.03,294.5,18.3,D,0
-1.1129,-62.9866,317.2,1.3,1.1,2024-01-27,1801,Aqua,MODIS,63,61.03,294.4,12,D,0
-1.0276,-62.9582,315,1.3,1.1,2024-01-27,1801,Aqua,MODIS,65,61.03,294.8,10.8,D,0
0.2138,-60.615,326.6,1,1,2024-01-27,1801,Aqua,MODIS,79,61.03,297.1,16.1,D,0
0.2112,-60.6328,316.2,1,1,2024-01-27,1801,Aqua,MODIS,23,61.03,297.3,5.2,D,0
0.2099,-60.6417,327.8,1,1,2024-01-27,1801,Aqua,MODIS,80,61.03,297.8,17.3,D,0
0.2394,-60.5642,317.2,1,1,2024-01-27,1801,Aqua,MODIS,66,61.03,296.9,7.8,D,0
0.2278,-60.6443,327.5,1,1,2024-01-27,1801,Aqua,MODIS,80,61.03,297.9,17.1,D,0
0.2265,-60.6532,318.3,1,1,2024-01-27,1801,Aqua,MODIS,39,61.03,296.2,7.4,D,0
0.2367,-60.6456,397.4,1,1,2024-01-27,1801,Aqua,MODIS,100,61.03,301.6,232,D,0
0.2354,-60.6545,346.4,1,1,2024-01-27,1801,Aqua,MODIS,93,61.03,298.8,46.6,D,0
0.3079,-60.4178,331.3,1,1,2024-01-27,1801,Aqua,MODIS,83,61.03,295.6,24.1,D,0
0.4835,-60.2143,332.4,1,1,2024-01-27,1801,Aqua,MODIS,84,61.03,303.6,23.4,D,0
0.55,-59.8811,316.2,1,1,2024-01-27,1801,Aqua,MODIS,50,61.03,297.9,6.2,D,0
0.4987,-60.2346,333.4,1,1,2024-01-27,1801,Aqua,MODIS,56,61.03,303.3,22.8,D,0
0.5534,-59.9335,362,1,1,2024-01-27,1801,Aqua,MODIS,100,61.03,297.9,83.6,D,0
0.5521,-59.9424,399.7,1,1,2024-01-27,1801,Aqua,MODIS,100,61.03,304,243.9,D,0
0.5086,-60.2427,336.2,1,1,2024-01-27,1801,Aqua,MODIS,70,61.03,298.1,27.5,D,0
0.5238,-60.2629,340.4,1,1,2024-01-27,1801,Aqua,MODIS,90,61.03,295.7,33.9,D,0
0.5327,-60.2642,326.4,1,1,2024-01-27,1801,Aqua,MODIS,45,61.03,290.9,13.9,D,0
0.6093,-59.9236,332.8,1,1,2024-01-27,1801,Aqua,MODIS,84,61.03,301.3,24.6,D,0
0.667,-59.6512,349.6,1,1,2024-01-27,1801,Aqua,MODIS,95,61.03,298.5,53.7,D,0
0.6657,-59.6601,330.7,1,1,2024-01-27,1801,Aqua,MODIS,83,61.03,297.5,22,D,0
0.6538,-59.8724,328.4,1,1,2024-01-27,1801,Aqua,MODIS,80,61.03,296.1,18.6,D,0
0.6525,-59.8813,322.4,1,1,2024-01-27,1801,Aqua,MODIS,73,61.03,297.4,11.8,D,0
0.6856,-59.8409,320.5,1,1,2024-01-27,1801,Aqua,MODIS,53,61.03,298.6,8.8,D,0
0.7125,-59.7179,320.1,1,1,2024-01-27,1801,Aqua,MODIS,61,61.03,298.1,8.8,D,0
0.6945,-59.8422,372.1,1,1,2024-01-27,1801,Aqua,MODIS,100,61.03,302.2,113.8,D,0
0.6932,-59.851,357.1,1,1,2024-01-27,1801,Aqua,MODIS,98,61.03,302.8,68.9,D,0
0.7214,-59.7192,333.7,1,1,2024-01-27,1801,Aqua,MODIS,85,61.03,299.1,24.4,D,0
0.6893,-59.9408,329.1,1,1,2024-01-27,1801,Aqua,MODIS,81,61.03,298.2,20.7,D,0
0.688,-59.9497,320.5,1,1,2024-01-27,1801,Aqua,MODIS,70,61.03,298,11.1,D,0
0.7565,-59.8035,331.9,1,1,2024-01-27,1801,Aqua,MODIS,83,61.03,298.2,22.6,D,0
0.6833,-60.4969,327.2,1,1,2024-01-27,1801,Aqua,MODIS,74,61.03,295.2,17.4,D,0
0.6729,-60.6312,327.2,1,1,2024-01-27,1801,Aqua,MODIS,76,61.03,301.7,14.3,D,0
0.6818,-60.6325,328.4,1,1,2024-01-27,1801,Aqua,MODIS,79,61.03,302.5,16.5,D,0
0.7738,-60.1853,341.2,1,1,2024-01-27,1801,Aqua,MODIS,90,61.03,296.1,34.8,D,0
2.7021,-60.7455,362.6,1,1,2024-01-27,1801,Aqua,MODIS,75,61.03,303.7,79.8,D,0
2.7123,-60.7379,401.9,1,1,2024-01-27,1801,Aqua,MODIS,75,61.03,311.6,248.9,D,0
2.711,-60.7468,373,1,1,2024-01-27,1801,Aqua,MODIS,94,61.03,307.3,110.2,D,0
2.8487,-59.8598,331,1,1,2024-01-27,1801,Aqua,MODIS,31,61.03,309.5,10.7,D,0
2.7237,-60.7216,334.4,1,1,2024-01-27,1801,Aqua,MODIS,0,61.03,304.7,18.1,D,0
2.7224,-60.7304,407.1,1,1,2024-01-27,1801,Aqua,MODIS,87,61.03,313.8,280.4,D,0
2.7212,-60.7392,387.2,1,1,2024-01-27,1801,Aqua,MODIS,94,61.03,311.4,167.2,D,0
3.9483,-64.4526,309.8,1.4,1.2,2024-01-27,1802,Aqua,MODIS,59,61.03,294.3,9.1,D,0
4.6433,-61.2183,324,1,1,2024-01-27,1802,Aqua,MODIS,58,61.03,297.6,15.4,D,0
4.574,-60.994,326.7,1,1,2024-01-27,1802,Aqua,MODIS,49,61.03,306.2,15.6,D,0
2.9069,-60.2908,336.6,1,1,2024-01-27,1802,Aqua,MODIS,76,61.03,306.8,22.4,D,0
2.8415,-60.8051,330.8,1,1,2024-01-27,1802,Aqua,MODIS,64,61.03,301.5,14.9,D,0
2.9105,-60.4541,330.4,1,1,2024-01-27,1802,Aqua,MODIS,56,61.03,304.6,14.1,D,0
2.9837,-60.0108,335.8,1,1,2024-01-27,1802,Aqua,MODIS,78,61.03,307.3,16.5,D,0
2.8569,-61.2664,348.1,1,1,2024-01-27,1802,Aqua,MODIS,0,61.03,292.4,50.3,D,0
2.9419,-60.7443,331.5,1,1,2024-01-27,1802,Aqua,MODIS,46,61.03,309.2,14,D,0
2.8697,-61.241,333.4,1,1,2024-01-27,1802,Aqua,MODIS,78,61.03,300,24,D,0
2.9521,-60.7368,334.9,1,1,2024-01-27,1802,Aqua,MODIS,48,61.03,310.8,16.7,D,0
2.9508,-60.7456,345.8,1,1,2024-01-27,1802,Aqua,MODIS,92,61.03,311.2,34.3,D,0
4.1885,-59.5806,321.7,1.1,1,2024-01-27,1802,Aqua,MODIS,18,61.03,304.3,9.7,D,0
4.61,-60.6193,330.5,1,1,2024-01-27,1802,Aqua,MODIS,81,61.03,304.1,17.8,D,0
2.961,-60.7381,336.2,1,1,2024-01-27,1802,Aqua,MODIS,59,61.03,311.2,17.1,D,0
3.1874,-60.2588,328.3,1,1,2024-01-27,1802,Aqua,MODIS,28,61.03,304.9,10.7,D,0
3.3528,-60.0708,358.6,1,1,2024-01-27,1802,Aqua,MODIS,86,61.03,302.4,68.8,D,0
4.7775,-60.605,326.4,1,1,2024-01-27,1802,Aqua,MODIS,77,61.03,306.8,10.5,D,0
3.2731,-60.6219,335.9,1,1,2024-01-27,1802,Aqua,MODIS,82,61.03,305.5,21.4,D,0
3.2718,-60.6307,337.5,1,1,2024-01-27,1802,Aqua,MODIS,85,61.03,309.2,23.8,D,0
3.3928,-59.9205,334,1,1,2024-01-27,1802,Aqua,MODIS,74,61.03,307.1,15.8,D,0
3.372,-60.0644,331.7,1,1,2024-01-27,1802,Aqua,MODIS,75,61.03,294.3,16.7,D,0
3.3707,-60.0734,340.1,1,1,2024-01-27,1802,Aqua,MODIS,82,61.03,304.2,29.2,D,0
3.4112,-59.984,330.8,1,1,2024-01-27,1802,Aqua,MODIS,51,61.03,301.4,15,D,0
3.2918,-63.8478,307.5,1.3,1.1,2024-01-27,1802,Aqua,MODIS,40,61.03,289.3,6.5,D,0
3.292,-63.8544,307.9,1.3,1.1,2024-01-27,1802,Aqua,MODIS,48,61.03,289.7,6.7,D,0
4.143,-59.574,328.4,1.1,1,2024-01-27,1802,Aqua,MODIS,56,61.03,299.5,15.2,D,0
4.1495,-59.5939,347.3,1.1,1,2024-01-27,1802,Aqua,MODIS,93,61.03,304.1,47.6,D,0
-9.8761,-36.2433,310.9,2.3,1.5,2024-01-27,2359,Terra,MODIS,81,61.03,285.9,31.8,N,0
-9.8869,-36.2366,308.4,2.3,1.5,2024-01-27,2359,Terra,MODIS,74,61.03,287,24.5,N,0
-21.7806,-54.9364,318.6,1.3,1.1,2024-01-28,0134,Terra,MODIS,97,61.03,291.7,23.6,N,0
-22.6616,-55.6246,305.7,1.4,1.2,2024-01-28,0134,Terra,MODIS,65,61.03,289.3,11.7,N,0
-20.6695,-48.4262,301.9,1.3,1.1,2024-01-28,0134,Terra,MODIS,45,61.03,290,7.1,N,0
-20.6715,-48.4384,305.5,1.3,1.1,2024-01-28,0134,Terra,MODIS,64,61.03,290,10.1,N,0
-20.9824,-53.5971,306.5,1.1,1,2024-01-28,0134,Terra,MODIS,68,61.03,290.9,8.1,N,0
-20.1821,-50.8676,304.6,1,1,2024-01-28,0134,Terra,MODIS,51,61.03,290.5,6.6,N,0
-17.4337,-57.5238,362.3,1.6,1.3,2024-01-28,0135,Terra,MODIS,100,61.03,311.5,184.1,N,0
-17.4408,-57.585,308.7,1.7,1.3,2024-01-28,0135,Terra,MODIS,64,61.03,297.1,12.1,N,0
-17.4172,-57.4797,344.8,1.6,1.3,2024-01-28,0135,Terra,MODIS,100,61.03,300.9,103.9,N,0
-19.7761,-55.4289,305.6,1.3,1.1,2024-01-28,0135,Terra,MODIS,65,61.03,292.7,8.3,N,0
-18.9203,-55.3377,304.2,1.2,1.1,2024-01-28,0135,Terra,MODIS,51,61.03,292.9,6.4,N,0
-18.7011,-54.3326,339.8,1.1,1,2024-01-28,0135,Terra,MODIS,100,61.03,295.2,48.4,N,0
-18.7024,-54.3429,356,1.1,1,2024-01-28,0135,Terra,MODIS,100,61.03,296.9,86.5,N,0
-18.6918,-54.3339,336.3,1.1,1,2024-01-28,0135,Terra,MODIS,100,61.03,295,41.9,N,0
-18.6931,-54.3442,351.4,1.1,1,2024-01-28,0135,Terra,MODIS,100,61.03,292.6,74.1,N,0
-18.6596,-57.3679,318.4,1.7,1.3,2024-01-28,0135,Terra,MODIS,97,61.03,296.8,29.4,N,0
-18.6483,-57.3693,308.8,1.7,1.3,2024-01-28,0135,Terra,MODIS,75,61.03,296.7,15.4,N,0
-17.7943,-52.387,309.8,1,1,2024-01-28,0135,Terra,MODIS,78,61.03,291.2,9.6,N,0
-17.3651,-52.0223,302.5,1,1,2024-01-28,0135,Terra,MODIS,50,61.03,292.4,4.3,N,0
-18.0007,-57.4929,320.4,1.7,1.3,2024-01-28,0135,Terra,MODIS,100,61.03,297.3,34.1,N,0
-17.497,-57.4791,321.4,1.6,1.3,2024-01-28,0135,Terra,MODIS,100,61.03,299.8,38.4,N,0
-17.4858,-57.4806,326.8,1.6,1.3,2024-01-28,0135,Terra,MODIS,95,61.03,300.5,46,N,0
-17.4875,-57.4958,329.3,1.6,1.3,2024-01-28,0135,Terra,MODIS,100,61.03,302.4,51.3,N,0
-17.4975,-57.4848,340.4,1.6,1.3,2024-01-28,0135,Terra,MODIS,100,61.03,305.3,87.2,N,0
-17.4863,-57.4862,337.6,1.6,1.3,2024-01-28,0135,Terra,MODIS,100,61.03,303.7,75.5,N,0
-17.475,-57.4876,322.9,1.6,1.3,2024-01-28,0135,Terra,MODIS,68,61.03,301.8,34.1,N,0
-17.4787,-57.518,317.7,1.6,1.3,2024-01-28,0135,Terra,MODIS,96,61.03,297.6,25.5,N,0
-17.462,-57.4739,329.6,1.6,1.3,2024-01-28,0135,Terra,MODIS,94,61.03,301,49.3,N,0
-17.4508,-57.4754,319.9,1.6,1.3,2024-01-28,0135,Terra,MODIS,30,61.03,299.8,27.8,N,0
-17.4379,-57.4617,349.6,1.6,1.3,2024-01-28,0135,Terra,MODIS,100,61.03,303.9,119,N,0
-17.4396,-57.4768,338.3,1.6,1.3,2024-01-28,0135,Terra,MODIS,100,61.03,304.5,75.8,N,0
-17.4503,-57.5682,360.3,1.7,1.3,2024-01-28,0135,Terra,MODIS,100,61.03,306.5,175.8,N,0
-17.4521,-57.5836,354.3,1.7,1.3,2024-01-28,0135,Terra,MODIS,100,61.03,302.5,144.7,N,0
-17.426,-57.5558,322.8,1.6,1.3,2024-01-28,0135,Terra,MODIS,100,61.03,298.4,36.7,N,0
-17.4242,-57.5405,336.5,1.6,1.3,2024-01-28,0135,Terra,MODIS,100,61.03,300.8,73.4,N,0
-17.4302,-57.4934,342,1.6,1.3,2024-01-28,0135,Terra,MODIS,100,61.03,302.5,89.3,N,0
-17.4225,-57.5252,333.6,1.6,1.3,2024-01-28,0135,Terra,MODIS,100,61.03,300.6,63.6,N,0
-17.432,-57.5085,383.9,1.6,1.3,2024-01-28,0135,Terra,MODIS,100,61.03,315.1,342.6,N,0
-13.9253,-54.619,325,1,1,2024-01-28,0136,Terra,MODIS,100,61.03,295.7,23.2,N,0
-13.9266,-54.6284,316.5,1,1,2024-01-28,0136,Terra,MODIS,93,61.03,294.9,14.4,N,0
-13.9369,-54.6366,306.3,1,1,2024-01-28,0136,Terra,MODIS,68,61.03,294.7,6.8,N,0
-13.9356,-54.6271,306,1,1,2024-01-28,0136,Terra,MODIS,66,61.03,294.2,6.4,N,0
-14.9677,-57.8261,314.7,1.6,1.2,2024-01-28,0136,Terra,MODIS,90,61.03,276,28.7,N,0
-14.9702,-57.8351,310.3,1.6,1.2,2024-01-28,0136,Terra,MODIS,80,61.03,276.1,21.4,N,0
-14.9685,-57.8204,306.6,1.6,1.2,2024-01-28,0136,Terra,MODIS,69,61.03,275.2,16.9,N,0
-14.9109,-56.7318,304.8,1.3,1.1,2024-01-28,0136,Terra,MODIS,62,61.03,293.2,7.5,N,0
-15.2068,-57.6315,316.1,1.6,1.2,2024-01-28,0136,Terra,MODIS,93,61.03,292,26,N,0
-15.205,-57.6173,306.3,1.6,1.2,2024-01-28,0136,Terra,MODIS,67,61.03,291.1,12.3,N,0
-16.3543,-60.1814,324.2,2.5,1.5,2024-01-28,0136,Terra,MODIS,100,61.03,288.1,83.5,N,0
-16.3516,-60.158,322.6,2.5,1.5,2024-01-28,0136,Terra,MODIS,100,61.03,291,74.4,N,0
-16.3478,-60.1768,307.7,2.5,1.5,2024-01-28,0136,Terra,MODIS,60,61.03,287.7,30.3,N,0
-16.3614,-60.1751,338.6,2.5,1.5,2024-01-28,0136,Terra,MODIS,100,61.03,291,155,N,0
-16.3589,-60.152,310.3,2.5,1.5,2024-01-28,0136,Terra,MODIS,55,61.03,292.9,31.5,N,0
-16.8578,-57.4875,326.2,1.6,1.2,2024-01-28,0136,Terra,MODIS,100,61.03,298.8,43.6,N,0
-16.86,-57.4959,319.4,1.6,1.2,2024-01-28,0136,Terra,MODIS,98,61.03,297,29.4,N,0
-16.8711,-57.4945,308.3,1.6,1.2,2024-01-28,0136,Terra,MODIS,74,61.03,296.5,13.4,N,0
-16.8846,-57.4179,307.6,1.6,1.2,2024-01-28,0136,Terra,MODIS,72,61.03,295.8,12.9,N,0
-16.9085,-57.4297,332.2,1.6,1.2,2024-01-28,0136,Terra,MODIS,100,61.03,299.6,58.6,N,0
-16.9178,-57.4136,317.6,1.6,1.2,2024-01-28,0136,Terra,MODIS,95,61.03,296,28.3,N,0
-12.201,-54.9224,320.6,1,1,2024-01-28,0137,Terra,MODIS,100,61.03,287.6,18.5,N,0
-12.2023,-54.9318,313,1,1,2024-01-28,0137,Terra,MODIS,86,61.03,286.2,11.6,N,0
-12.2101,-54.9211,310.7,1,1,2024-01-28,0137,Terra,MODIS,81,61.03,288.6,9.7,N,0
-12.2113,-54.9305,302.9,1,1,2024-01-28,0137,Terra,MODIS,52,61.03,287,4.6,N,0
-2.6504,-54.5784,301.2,1,1,2024-01-28,0139,Terra,MODIS,38,61.03,284,3.9,N,0
0.6435,-60.6125,321.1,1.5,1.2,2024-01-28,0140,Terra,MODIS,100,61.03,291.9,30.2,N,0
0.6416,-60.6257,304.1,1.5,1.2,2024-01-28,0140,Terra,MODIS,21,61.03,290.2,6.2,N,0
