latitude,longitude,confidence
-13.5043,-53.7678,46.0
-13.5,-46.7268,80.0
-13.500499999999999,-46.71975,73.5
-13.4862,-60.7705,47.0
-13.4918,-59.8653,27.0
-13.4898,-57.1191,20.0
-13.4861,-56.4669,29.0
-13.4904,-55.6809,46.0
-13.4857,-55.6319,52.0
-13.4908,-53.8289,20.0
-13.4876,-44.9361,30.0
-13.4888,-44.8072,26.0
-13.4902,-44.7966,54.0
-13.479,-61.0613,32.0
-13.4822,-60.4888,18.0
-13.4817,-57.2157,56.0
-13.4768,-56.8691,45.0
-13.483,-56.4611,28.0
-13.4829,-56.2864,27.0
-13.4799,-52.1279,24.0
-13.48,-50.0787,40.0
-13.4661,-60.7395,26.0
-13.4697,-57.9226,38.0
-13.4738,-54.5658,69.0
-13.4667,-53.7796,70.0
-13.4556,-56.9305,35.0
-13.4586,-56.4885,60.0
-13.4554,-56.4796,43.0
-13.4587,-53.928,40.0
-13.4635,-53.8353,34.0
-13.4572,-53.8249,55.0
-13.4587,-50.1972,70.0
-13.4596,-50.1907,33.0
-13.4603,-46.5699,88.0
-13.4631,-40.8566,57.0
-13.4451,-60.9851,64.0
-13.4541,-56.5861,53.0
-13.4516,-47.2128,76.0
-13.4352,-56.9016,22.0
-13.4359,-56.5347,56.0
-13.4356,-55.4782,16.0
-13.44,-54.4322,28.0
-13.4438,-54.4228,40.0
-13.4409,-52.1331,66.0
-13.4433,-45.46,55.0
-13.4412,-45.3051,72.0
-13.4418,-39.0907,62.0
-13.4343,-56.5277,37.0
-13.42995,-56.4897,39.5
-13.4329,-55.4779,60.0
-13.4306,-55.4717,44.0
-13.4273,-54.0513,57.0
-13.4317,-47.1563,56.0
-13.4301,-44.0249,78.0
-13.4289,-38.9976,85.0
-13.4246,-56.4932,39.0
-13.4206,-56.3019,22.0
-13.4205,-55.076,23.0
-13.4229,-54.4973,19.0
-13.4205,-54.2893,60.0
-13.4166,-52.9641,36.0
-13.4165,-52.139,45.0
-13.4176,-43.1629,43.0
-13.4188,-41.3298,92.0
-13.4148,-60.7749,27.0
-13.4052,-57.431,48.0
-13.4124,-57.1449,39.0
-13.4144,-56.6416,29.0
-13.4076,-56.1576,48.0
-13.4134,-54.5859,26.0
-13.4091,-46.0978,80.0
-13.414,-41.3482,82.0
-13.4114,-41.3241,100.0
-13.4059,-40.8186,26.0
-13.4032,-58.4272,35.0
-13.3976,-56.9115,29.0
-13.402,-54.5717,21.0
-13.405,-52.2546,50.0
-13.4028,-52.0932,71.0
-13.4042,-52.0815,36.0
-13.405,-41.3312,95.0
-13.3871,-60.9784,29.0
-13.3931,-57.6025,60.0
-13.3917,-57.4624,70.0
-13.3906,-56.4199,61.0
-13.3941,-56.4146,43.0
-13.3914,-54.8133,40.0
-13.3895,-54.4643,42.0
-13.393,-54.1354,27.0
-13.3939,-52.9988,51.0
-13.3895,-49.1478,80.0
-13.3846,-59.2516,45.0
-13.3832,-56.9689,47.0
-13.3835,-53.4103,44.0
-13.3772,-53.3986,39.0
-13.3816,-43.9116,38.0
-13.37925,-43.02035,100.0
-13.377,-43.009,82.0
-13.3804,-39.7671,45.0
-13.3676,-61.4109,52.0
-13.3719,-56.6003,54.0
-13.3667,-53.5903,35.0
-13.3741,-53.4012,51.0
-13.373,-52.179,50.0
-13.3723,-43.0295,87.0
-13.37145,-43.02195,91.5
-13.3738,-43.010850000000005,91.5
-13.3597,-58.94,35.0
-13.3575,-58.8388,51.0
-13.3629,-56.6017,26.0
-13.3604,-53.5813,40.0
-13.3625,-52.4063,94.0
-13.3612,-52.3957,52.0
-13.3594,-51.889,37.0
-13.36,-43.028,77.0
-13.3622,-43.0099,91.0
-13.3553,-40.6133,78.0
-13.3637,-39.4279,52.0
-13.349499999999999,-56.49795,36.5
-13.3475,-53.9795,45.0
-13.352,-53.0952,26.0
-13.353,-52.4076,61.0
-13.3481,-51.9926,52.0
-13.3495,-44.1108,61.0
-13.3396,-60.7466,31.0
-13.3363,-58.8411,18.0
-13.3365,-56.5064,16.0
-13.3413,-56.4915,32.0
-13.3404,-54.8665,48.0
-13.337299999999999,-54.85495,55.5
-13.3405,-53.4621,31.0
-13.3446,-52.6742,24.0
-13.3394,-52.6577,37.0
-13.3437,-45.6914,42.0
-13.3254,-62.0691,33.0
-13.3289,-61.5415,61.0
-13.3284,-59.0318,46.0
-13.3336,-57.08,33.0
-13.33025,-57.0715,45.5
-13.3315,-56.5576,31.0
-13.3333,-56.5361,59.0
-13.3265,-54.8584,27.0
-13.3251,-53.4475,59.0
-13.3231,-53.4368,33.0
-13.3215,-53.3344,57.0
-13.3169,-43.2431,53.0
-13.3079,-60.64,59.0
-13.3066,-59.1345,27.0
-13.3135,-56.8482,30.0
-13.3134,-54.1951,57.0
-13.3104,-53.8495,47.0
-13.30705,-53.57265,54.0
-13.3072,-53.5639,56.0
-13.3055,-53.0416,44.0
-13.3141,-52.8663,10.0
-13.3114,-43.9765,100.0
-13.31,-43.9665,71.0
-13.3007,-61.0274,52.0
-13.3007,-58.6831,38.0
-13.2954,-56.7903,49.0
-13.3033,-56.4058,29.0
-13.2965,-55.5152,15.0
-13.2983,-55.5015,24.0
-13.2965,-53.5732,54.0
-13.3008,-53.5082,35.0
-13.3038,-53.4212,37.0
-13.2978,-53.2859,43.0
-13.2953,-53.1673,31.0
-13.2952,-40.7365,38.0
-13.2947,-59.2243,53.0
-13.2924,-56.6119,55.0
-13.2867,-54.8636,52.0
-13.2869,-53.4477,24.0
-13.292,-45.1318,17.0
-13.2765,-59.9073,34.0
-13.2767,-53.718,12.0
-13.2807,-52.5456,48.0
-13.2759,-51.9839,41.0
-13.2778,-45.5388,45.0
-13.266,-55.061,60.0
-13.2696,-53.6436,39.0
-13.2686,-52.3945,25.0
-13.2678,-45.8229,53.0
-13.264,-58.1069,25.0
-13.2581,-58.1046,52.0
-13.2628,-57.6889,67.0
-13.2565,-57.6833,48.0
-13.2625,-56.7579,45.0
-13.2626,-53.787,27.0
-13.2605,-53.7815,58.0
-13.2617,-52.231899999999996,48.5
-13.2554,-41.3536,56.0
-13.2488,-54.8675,33.0
-13.2475,-54.8642,32.0
-13.2482,-54.2721,41.0
-13.2454,-53.3435,24.0
-13.2485,-52.3838,36.0
-13.2541,-43.6603,60.0
-13.2406,-57.7585,22.0
-13.2425,-57.1157,51.0
-13.2441,-57.1143,64.0
-13.244,-57.105,38.0
-13.237300000000001,-54.86865,61.0
-13.2385,-54.8629,30.0
-13.242,-54.0517,48.0
-13.2428,-52.388,59.0
-13.2317,-57.689049999999995,39.5
-13.2267,-55.0222,44.0
-13.2307,-53.9248,52.0
-13.2226,-57.94955,50.5
-13.2199,-56.6972,26.0
-13.22,-55.71,17.0
-13.2225,-53.5232,60.0
-13.223,-45.3159,62.0
-13.2216,-45.3057,60.0
-13.2229,-44.9594,52.0
-13.2145,-56.7779,17.0
-13.2068,-56.6307,65.0
-13.2081,-56.6214,60.0
-13.2114,-54.0836,71.0
-13.2074,-53.5579,51.0
-13.2075,-53.4154,44.0
-13.2079,-53.4119,51.0
-13.2104,-45.5573,52.0
-13.207550000000001,-45.54965,61.0
-13.2123,-45.5419,36.0
-13.1962,-60.8264,46.0
-13.204,-55.1506,70.0
-13.1977,-54.3905,51.0
-13.2021,-53.4025,57.0
-13.1998,-52.785,58.0
-13.1951,-52.7644,30.0
-13.197,-52.5351,59.0
-13.1979,-52.53,40.0
-13.2018,-46.1209,64.0
-13.1916,-60.8192,58.0
-13.1903,-60.8111,55.0
-13.1851,-57.548,47.0
-13.1863,-54.5645,26.0
-13.1897,-53.9763,43.0
-13.191650000000001,-52.77968333333334,61.333333333333336
-13.19155,-52.771375,59.5
-13.1896625,-52.7621375,55.625
-13.1923,-52.2394,41.0
-13.1847,-62.3832,68.0
-13.1752,-58.124,26.0
-13.1782,-56.9067,36.0
-13.1841,-56.9003,44.0
-13.1793,-56.6285,56.0
-13.1827,-53.9701,55.0
-13.180299999999999,-53.96285,50.0
-13.176,-53.9519,29.0
-13.169,-60.9157,54.0
-13.1657,-58.9353,30.0
-13.1724,-58.1262,13.0
-13.1698,-57.3276,54.0
-13.1724,-57.1521,32.0
-13.1733,-56.9973,43.0
-13.1677,-56.9288,32.0
-13.1725,-56.7836,29.0
-13.1743,-56.4618,32.0
-13.172,-55.9539,36.0
-13.174,-53.4149,43.0
-13.1708,-53.3016,48.0
-13.1572,-57.9577,24.0
-13.1578,-57.9108,50.0
-13.1648,-57.6243,29.0
-13.1618,-57.0321,41.0
-13.1596,-56.941,52.0
-13.1632,-55.1675,68.0
-13.1585,-54.549,51.0
-13.1633,-54.4298,35.0
-13.1591,-54.3351,37.0
-13.15855,-54.33255,37.5
-13.1611,-54.3243,38.0
-13.155750000000001,-53.6879,57.5
-13.1639,-53.1308,51.0
-13.1607,-53.1241,58.0
-13.156,-53.1109,43.0
-13.1554,-52.7011,43.0
-13.1551,-46.1277,31.0
-13.1549,-57.4151,17.0
-13.1548,-57.318799999999996,32.0
-13.1513,-56.9043,39.0
-13.153,-55.8012,66.0
-13.1476,-55.514,23.0
-13.146,-55.0869,36.0
-13.1479,-55.0716,31.0
-13.1536,-53.0955,58.0
-13.1499,-52.8335,68.0
-13.1471,-52.7688,56.0
-13.1492,-52.7591,53.0
-13.1529,-52.7432,59.0
-13.14855,-52.73065,42.0
-13.1483,-52.7062,33.0
-13.1455,-39.5888,68.0
-13.1367,-59.9086,68.0
-13.1367,-56.9732,40.0
-13.1414,-55.8298,40.0
-13.1379,-54.2551,32.0
-13.1445,-53.5762,20.0
-13.141800000000002,-53.571933333333334,50.333333333333336
-13.1425,-53.5647,19.0
-13.1414,-53.4891,28.0
-13.14335,-53.239149999999995,58.5
-13.1417,-51.7028,25.0
-13.128,-57.939350000000005,36.5
-13.1306,-57.61,37.0
-13.1314,-57.0883,19.0
-13.1277,-56.9786,64.0
-13.1255,-53.5253,16.0
-13.1335,-52.7284,32.0
-13.1212,-59.8856,12.0
-13.1225,-58.6491,44.0
-13.1246,-55.1466,69.0
-13.1235,-55.1383,54.0
-13.1171,-54.414,38.0
-13.1196,-53.5279,74.0
-13.111,-57.0507,38.0
-13.1072,-53.0067,56.0
-13.1128,-52.5709,39.0
-13.1068,-40.2131,60.0
-13.1055,-40.2036,76.0
-13.0988,-58.1256,25.0
-13.1022,-58.1169,8.0
-13.0975,-56.378550000000004,46.5
-13.0979,-55.7217,38.0
-13.0988,-55.4328,35.0
-13.0951,-55.1134,39.0
-13.097,-55.0989,23.0
-13.101999999999999,-52.08023333333333,40.333333333333336
-13.0912,-56.4909,31.0
-13.0904,-56.4763,13.0
-13.087433333333331,-53.9292,54.666666666666664
-13.088000000000001,-52.750150000000005,24.0
-13.0895,-44.3325,64.0
-13.0859,-42.4101,71.0
-13.0842,-57.1574,45.0
-13.0833,-54.7804,49.0
-13.0838,-53.9228,74.0
-13.0777,-52.3186,34.0
-13.078199999999999,-52.241749999999996,44.5
-13.0767,-46.5215,62.0
-13.0785,-46.5007,54.0
-13.0653,-57.6957,51.0
-13.0739,-56.5873,58.0
-13.0653,-55.7273,30.0
-13.0672,-54.23125,38.5
-13.0691,-53.9925,18.0
-13.0698,-52.7215,38.0
-13.0742,-52.4636,28.0
-13.0669,-52.04045,61.5
-13.0589,-57.1345,47.0
-13.0569,-57.0789,32.0
-13.0629,-53.995,46.0
-13.0588,-53.9465,67.0
-13.0623,-53.5171,35.0
-13.064,-40.9308,71.0
-13.0603,-40.1805,48.0
-13.0529,-59.0513,53.0
-13.0451,-58.0269,32.0
-13.055,-57.0778,26.0
-13.0505,-56.9271,61.0
-13.0531,-56.8773,36.0
-13.046,-53.5114,25.5
-13.0503,-53.3658,34.0
-13.0495,-52.3221,44.0
-13.0549,-46.7629,66.0
-13.0487,-45.3453,28.0
-13.0464,-45.3293,45.0
-13.0415,-61.0056,61.0
-13.0445,-60.1104,22.0
-13.0429,-56.9594,66.0
-13.0405,-54.10176666666666,47.666666666666664
-13.0365,-52.6964,41.0
-13.0424,-52.6881,60.0
-13.0424,-52.2217,42.0
-13.0286,-57.2424,19.0
-13.0285,-54.984,43.0
-13.0302,-54.7948,51.0
-13.0268,-53.2424,37.0
-13.0296,-53.1493,67.0
-13.0281,-53.1396,37.0
-13.0344,-52.8579,62.0
-13.03205,-52.68145,45.5
-13.0277,-45.0886,49.0
-13.0258,-45.0729,54.0
-13.0317,-43.8431,54.0
-13.03135,-41.588899999999995,69.5
-13.0198,-59.968,36.0
-13.0248,-59.959,45.0
-13.02075,-59.0967,54.0
-13.0167,-58.8073,44.0
-13.0248,-57.2528,72.0
-13.0186,-57.2432,43.5
-13.0178,-53.4976,60.0
-13.0235,-53.4791,33.0
-13.0236,-53.1442,30.0
-13.0212,-53.1328,29.0
-13.0204,-53.0465,28.0
-13.0179,-53.0251,23.0
-13.0199,-52.6916,33.0
-13.0186,-52.6825,54.0
-13.0234,-45.0839,42.0
-13.0132,-59.0919,32.0
-13.0094,-54.9867,33.0
-13.0106,-54.0914,33.0
-13.0071,-53.4991,99.0
-13.013,-53.2407,15.0
-13.0054,-52.8932,56.0
-13.0018,-58.8094,22.0
-12.9997,-57.3356,32.0
-12.9982,-57.1119,58.0
-12.9981,-55.1274,40.0
-13.0013,-52.6503,43.0
-12.9861,-53.4252,59.0
-12.9915,-51.9617,64.0
-12.9807,-58.1483,34.0
-12.9813,-57.9574,25.0
-12.9809,-57.0791,40.0
-12.9795,-56.5048,24.0
-12.9764,-54.9567,53.0
-12.9842,-54.9369,15.0
-12.9846,-54.8708,45.0
-12.9811,-40.6152,87.0
-12.971,-56.8871,54.0
-12.9748,-56.8364,46.0
-12.97,-56.4835,48.0
-12.9665,-56.41,32.0
-12.9658,-55.0546,50.0
-12.9714,-54.1651,52.0
-12.96755,-54.1597,40.5
-12.9676,-45.0638,41.0
-12.9702,-40.6244,26.0
-12.9586,-58.8157,39.0
-12.9643,-55.045,45.0
-12.962666666666665,-55.0413,54.333333333333336
-12.9649,-54.1562,55.0
-12.946,-58.814,29.0
-12.9497,-57.463499999999996,39.5
-12.9469,-57.2465,51.0
-12.9541,-56.9739,39.0
-12.9544,-56.9572,60.0
-12.9469,-56.8037,57.0
-12.9471,-55.1027,29.0
-12.9454,-55.07,44.0
-12.9523,-54.2596,33.0
-12.9507,-52.5249,32.0
-12.9467,-44.3907,60.0
-12.9365,-61.6585,25.0
-12.9447,-58.7417,62.0
-12.9368,-57.6299,38.0
-12.9382,-57.6198,51.0
-12.9396,-56.8603,59.0
-12.9416,-56.8109,55.0
-12.9358,-55.0857,52.0
-12.9366,-54.9928,53.0
-12.942,-54.264,43.0
-12.9412,-52.6945,41.0
-12.9444,-52.5297,61.0
-12.9374,-52.503,0.0
-12.9404,-52.4949,43.0
-12.937,-45.2847,26.0
-12.9302,-57.8018,43.0
-12.9263,-57.7541,71.0
-12.925,-57.7444,55.0
-12.927,-57.4574,57.0
-12.9275,-57.3973,55.0
-12.9327,-57.3259,51.0
-12.9252,-55.8168,39.0
-12.9269,-54.0224,69.0
-12.9303,-45.275,57.0
-12.922550000000001,-57.73805,54.5
-12.921,-57.3933,44.0
-12.9167,-55.7696,23.0
-12.9227,-54.0282,41.0
-12.9082,-61.4609,46.0
-12.9099,-56.7926,46.0
-12.9123,-56.7455,77.0
-12.9144,-55.2173,28.0
-12.8959,-61.4067,49.0
-12.8997,-61.3932,46.0
-12.9003,-57.3386,30.0
-12.901,-40.8046,78.0
-12.8939,-61.387,29.0
-12.8896,-57.173,48.0
-12.8902,-52.6854,43.0
-12.88925,-52.68245,45.0
-12.8873,-52.0354,25.0
-12.8949,-51.9835,20.0
-12.8751,-57.2709,29.0
-12.8806,-57.0752,27.0
-12.8767,-56.9351,57.0
-12.8757,-56.8316,32.0
-12.8714,-56.8332,29.0
-12.8652,-56.7994,30.0
-12.8653,-55.6457,55.0
-12.8682,-55.6445,34.0
-12.8664,-55.2241,66.0
-12.8698,-54.2478,48.0
-12.8685,-54.2384,36.0
-12.8652,-44.8261,30.0
-12.8607,-58.7518,47.0
-12.864,-58.7431,29.0
-12.8599,-58.109,0.0
-12.8601,-55.6851,21.0
-12.8579,-55.2213,47.0
-12.8592,-54.9858,35.0
-12.863,-54.2397,44.0
-12.8639,-44.8225,17.0
-12.8594,-39.5594,74.0
-12.8496,-57.1285,23.0
-12.84,-61.9155,55.0
-12.8448,-58.1407,42.0
-12.8378,-57.1089,66.0
-12.8447,-55.4193,18.0
-12.8381,-55.0389,41.0
-12.835,-54.9721,36.0
-12.8416,-41.6054,71.0
-12.8448,-38.9014,74.0
-12.828,-61.6971,63.0
-12.826550000000001,-59.020300000000006,72.5
-12.8254,-59.0141,83.0
-12.832450000000001,-58.98805,33.5
-12.8332,-58.1525,65.0
-12.8309,-57.2856,30.0
-12.8318,-56.6819,42.0
-12.8325,-56.6642,45.0
-12.8252,-55.1164,39.0
-12.8325,-54.9672,49.0
-12.8342,-54.0817,50.0
-12.8167,-60.1737,41.0
-12.821,-59.9949,44.0
-12.8218,-58.2246,57.0
-12.8238,-58.1098,35.0
-12.8212,-57.356,50.0
-12.8208,-57.3398,33.0
-12.8243,-56.8736,49.0
-12.8189,-51.6297,95.0
-12.8164,-51.6087,94.0
-12.8155,-51.5999,95.0
-12.8199,-44.9862,20.0
-12.8113,-55.662,42.0
-12.8058,-51.6285,79.0
-12.8061,-51.62043333333333,75.0
-12.8102,-51.6072,100.0
-12.8009,-58.2098,33.0
-12.7991,-58.2011,42.0
-12.7972,-57.3049,45.0
-12.8043,-57.1504,29.0
-12.7986,-57.0019,69.0
-12.8001,-56.991,56.0
-12.8015,-56.9802,55.0
-12.8026,-54.6244,41.0
-12.8038,-51.6107,67.0
-12.8012,-51.6027,72.0
-12.7886,-57.1765,38.0
-12.7872,-55.3109,35.0
-12.7909,-54.2172,38.0
-12.79245,-54.1495,51.5
-12.7871,-52.4718,57.0
-12.7902,-52.4438,46.0
-12.7924,-42.7418,57.0
-12.7911,-42.7326,80.0
-12.7935,-39.4476,59.0
-12.7922,-39.4385,81.0
-12.7781,-58.0861,54.0
-12.7793,-57.1807,0.0
-12.7801,-57.0919,62.0
-12.7803,-54.4522,37.0
-12.778,-54.4447,30.0
-12.7843,-54.1386,53.0
-12.7764,-52.27975,34.5
-12.7801,-51.853,32.0
-12.7776,-51.4577,34.0
-12.7787,-40.6817,69.0
-12.7833,-39.4441,50.0
-12.7742,-60.4364,35.0
-12.7661,-56.8828,42.0
-12.7725,-55.2275,40.0
-12.7696,-54.625,0.0
-12.7739,-54.2191,41.0
-12.7749,-54.2116,51.0
-12.7728,-54.2024,75.0
-12.7722,-51.4569,61.0
-12.7587,-58.5896,32.0
-12.7604,-57.0388,36.0
-12.757200000000001,-57.0246,49.0
-12.7635,-55.21225,42.0
-12.76135,-54.7887,46.0
-12.7584,-54.3325,34.0
-12.756,-54.2183,52.0
-12.7553,-54.208,51.0
-12.7559,-54.1978,63.0
-12.7623,-52.1387,69.0
-12.7567,-48.93155,72.5
-12.7551,-48.8582,54.0
-12.7595,-45.5596,38.0
-12.7566,-45.0957,29.0
-12.7633,-44.5217,58.0
-12.7565,-42.3268,82.0
-12.7584,-40.8449,69.0
-12.7512,-58.7498,29.0
-12.7533,-58.7448,46.0
-12.7515,-57.0401,14.0
-12.749,-55.0876,38.0
-12.7472,-54.9698,28.0
-12.7543,-54.8891,34.0
-12.7473,-54.8799,24.0
-12.7465,-54.7283,31.0
-12.751999999999999,-54.198049999999995,57.5
-12.7475,-52.5512,59.0
-12.7511,-48.9284,77.0
-12.7461,-48.8569,74.0
-12.7465,-45.4961,32.0
-12.7459,-42.3254,61.0
-12.7373,-56.8882,42.0
-12.7423,-55.3173,39.0
-12.7447,-54.8807,43.0
-12.736,-54.7277,41.0
-12.739,-54.4314,20.0
-12.7394,-51.5794,70.0
-12.7419,-47.8036,0.0
-12.733,-61.0244,52.0
-12.7306,-61.0053,31.0
-12.7292,-60.9985,48.0
-12.7274,-60.9048,57.0
-12.7331,-58.8025,66.0
-12.7275,-56.815,33.0
-12.7291,-54.4912,64.0
-12.7278,-54.4818,50.0
-12.7336,-54.4365,45.0
-12.726700000000001,-54.22,44.5
-12.7214,-58.0825,67.0
-12.7188,-57.9653,65.0
-12.7219,-57.0138,51.0
-12.7177,-55.3011,25.0
-12.7184,-55.1108,62.0
-12.7185,-54.6045,41.0
-12.7081,-57.1931,39.0
-12.7124,-57.0174,29.0
-12.7086,-56.362,23.0
-12.71165,-55.66705,56.0
-12.7076,-55.29645,57.5
-12.7133,-54.7963,17.0
-12.711300000000001,-54.6066,58.0
-12.70305,-54.70165,30.5
-12.7024,-54.4912,42.0
-12.6996,-54.1947,55.0
-12.6968,-52.2769,100.0
-12.6979,-52.2712,66.0
-12.6963,-52.2595,63.0
-12.7042,-45.1543,42.0
-12.7017,-38.2952,72.0
-12.6946,-56.9592,33.0
-12.6871,-54.7761,43.0
-12.6924,-54.7547,69.0
-12.6906,-54.7401,40.0
-12.69365,-52.2697,72.5
-12.6858,-45.381,58.0
-12.6765,-57.9997,42.0
-12.6784,-55.3567,44.0
-12.6775,-54.8176,34.0
-12.6777,-54.8149,43.0
-12.6799,-54.4692,54.0
-12.6742,-58.7716,58.0
-12.674,-57.6954,70.0
-12.6672,-57.6941,61.0
-12.668,-57.1892,35.0
-12.6654,-57.1456,54.0
-12.6748,-54.8193,59.0
-12.6621,-58.1159,48.0
-12.6608,-58.1068,56.0
-12.6553,-45.2524,28.0
-12.6544,-58.5114,32.0
-12.648,-58.1197,69.0
-12.6484,-57.8859,55.0
-12.6476,-57.87125,32.0
-12.6507,-56.8573,67.0
-12.649,-54.2004,38.0
-12.6482,-38.3313,62.0
-12.6475,-38.3246,68.0
-12.6505,-38.3119,56.0
-12.6374,-58.1964,45.0
-12.6383,-57.8182,43.0
-12.6405,-57.084,68.0
-12.6395,-56.9232,22.0
-12.6362,-55.2802,27.0
-12.6374,-54.5752,39.0
-12.6392,-54.1822,32.0
-12.643,-52.1945,79.0
-12.6438,-52.0105,0.0
-12.6337,-57.2879,47.0
-12.63155,-57.0864,47.0
-12.6345,-57.0767,63.0
-12.6311,-54.5758,73.0
-12.6313,-54.5672,43.5
-12.6284,-52.1627,84.0
-12.6263,-52.1494,83.0
-12.6332,-51.5795,53.0
-12.6236,-51.869,33.0
-12.6173,-46.1598,30.0
-12.6126,-57.8742,61.0
-12.6076,-54.6365,63.0
-12.607433333333333,-54.6327,49.666666666666664
-12.6083,-54.5476,75.0
-12.6145,-46.6369,58.0
-12.6114,-38.6182,60.0
-12.5994,-56.4068,50.0
-12.6014,-54.83,42.0
-12.6021,-43.7,48.0
-12.6041,-43.6842,71.0
-12.5915,-55.9635,34.0
-12.5927,-54.4984,51.0
-12.5926,-53.0549,66.0
-12.5887,-52.0995,24.0
-12.5854,-51.7965,29.0
-12.588,-46.8883,83.0
-12.5866,-46.8781,89.0
-12.5827,-58.8707,60.0
-12.5801,-54.86345,61.5
-12.5835,-54.8521,85.0
-12.5779,-54.4177,57.0
-12.5757,-51.4924,55.0
-12.581949999999999,-44.48665,87.0
-12.5824,-44.4788,67.5
-12.5773,-44.4724,51.0
-12.5767,-43.6888,36.0
-12.5747,-57.7465,81.0
-12.5677,-57.7361,74.0
-12.570075,-57.729625,74.625
-12.56995,-57.720483333333334,81.5
-12.5698,-57.7094,74.5
-12.5682,-56.8856,51.0
-12.5709,-56.8753,26.0
-12.5696,-56.8747,27.0
-12.5682,-56.4027,18.0
-12.5739,-54.8535,82.0
-12.5743,-54.4231,44.0
-12.5739,-51.5088,57.0
-12.5728,-51.5031,60.0
-12.5713,-44.4723,25.0
-12.5614,-57.9082,37.0
-12.5601,-57.9013,24.0
-12.5633,-57.8122,52.0
-12.5635,-57.731300000000005,47.0
-12.560433333333332,-57.72073333333333,75.55555555555556
-12.559833333333335,-57.70956666666666,85.33333333333333
-12.5554,-57.6908,40.0
-12.5603,-57.1666,41.0
-12.5643,-54.861,49.0
-12.5609,-51.9564,39.0
-12.559600000000001,-51.9519,43.333333333333336
-12.55715,-51.9441,56.5
-12.5572,-41.2543,49.0
-12.555,-61.477,47.0
-12.5536,-58.0465,21.0
-12.551300000000001,-57.7234,57.5
-12.5521,-57.317,20.0
-12.5504,-57.3056,29.0
-12.5472,-57.0595,51.0
-12.5502,-57.0503,25.5
-12.5529,-57.0389,44.0
-12.5543,-55.9851,31.0
-12.5544,-55.3508,27.0
-12.5503,-55.3318,50.0
-12.5516,-51.948949999999996,56.5
-12.551,-51.9299,66.5
-12.5476,-41.5077,88.0
-12.5484,-41.4862,100.0
-12.5523,-41.4641,87.0
-12.5502,-41.2476,38.0
-12.5354,-57.7306,87.0
-12.5396,-57.7248,80.0
-12.5381,-55.5072,42.0
-12.5438,-55.3015,47.0
-12.5449,-54.6277,85.0
-12.5435,-54.618,55.0
-12.5403,-54.0968,45.0
-12.5449,-54.094,44.0
-12.5425,-54.078,41.0
-12.5422,-51.9284,34.0
-12.5436,-48.7266,35.0
-12.54,-41.5163,74.0
-12.5371,-41.4926,94.0
-12.5449,-41.4843,90.0
-12.5313,-61.125,44.0
-12.5318,-58.2353,52.0
-12.5265,-57.9397,17.0
-12.5261,-57.7273,41.0
-12.5275,-57.6388,53.0
-12.5308,-57.2517,53.0
-12.5283,-56.0974,46.0
-12.5188,-58.3367,53.0
-12.51685,-58.33005,53.0
-12.5178,-58.061,36.0
-12.51815,-58.0503,56.0
-12.5167,-58.039,48.0
-12.5219,-57.7562,43.0
-12.5205,-57.312,17.0
-12.520900000000001,-57.29855,41.0
-12.5195,-55.6729,45.0
-12.52,-55.6152,44.0
-12.5182,-55.4708,58.0
-12.524,-55.1859,42.0
-12.5161,-52.5106,32.0
-12.5203,-49.3559,54.0
-12.513,-57.7574,30.0
-12.5146,-57.7412,28.0
-12.5097,-57.4031,24.0
-12.5121,-56.0065,59.0
-12.5124,-55.2374,57.0
-12.51,-55.1314,49.0
-12.5082,-52.6282,19.0
-12.5118,-51.783,35.0
-12.5064,-40.4348,65.0
-12.5013,-56.7665,21.0
-12.5046,-55.7062,0.0
-12.5024,-54.8126,40.0
-12.5043,-54.4409,40.0
-12.4984,-54.2999,40.0
-12.4998,-54.2946,36.0
-12.4958,-51.9201,54.0
-12.5037,-49.107,42.0
-12.4989,-38.3959,39.0
-12.4982,-38.3896,56.0
-12.4947,-60.0057,36.0
-12.492,-58.229,58.0
-12.491633333333334,-56.49876666666666,43.333333333333336
-12.4854,-54.7968,47.0
-12.4869,-43.098,75.0
-12.4855,-43.0889,91.0
-12.4923,-38.3791,95.0
-12.4823,-58.0484,58.0
-12.4774,-57.6988,61.0
-12.4809,-54.9218,31.0
-12.4819,-51.7713,30.0
-12.4704,-60.3595,47.0
-12.4653,-58.5435,45.0
-12.4731,-58.04585,21.0
-12.46855,-54.7191,55.5
-12.4655,-51.9436,5.0
-12.4717,-51.3995,28.0
-12.4688,-44.4875,56.0
-12.4745,-44.2023,46.0
-12.4579,-60.36086666666666,38.666666666666664
-12.46035,-58.553349999999995,48.5
-12.4582,-58.543933333333335,50.0
-12.457899999999999,-57.97665000000001,53.5
-12.4623,-57.2388,41.0
-12.4575,-54.7822,53.0
-12.4585,-44.3912,70.0
-12.4537,-60.352,45.0
-12.4494,-57.187,37.0
-12.4515,-55.3211,39.0
-12.4359,-63.9071,39.0
-12.4429,-57.1806,65.0
-12.43755,-56.4392,37.0
-12.4449,-55.3148,37.0
-12.4407,-54.7902,26.0
-12.44,-54.5541,68.0
-12.44,-51.8629,44.0
-12.4379,-51.81,35.0
-12.4364,-38.691,26.0
-12.434,-63.899249999999995,47.5
-12.4333,-58.3033,32.0
-12.4331,-56.4316,43.0
-12.4345,-55.7836,28.0
-12.4254,-54.8957,36.0
