predicted_latitude,predicted_longitude
2.3772750659100677,-61.70068340103513
2.3772750659100677,-61.54062487540376
2.3772750659100677,-61.54062487540376
2.3772750659100677,-61.54062487540376
2.3772750659100677,-61.46804376629516
2.3772750659100677,-61.46804376629516
2.3772750659100677,-61.46804376629516
2.3772750659100677,-61.46804376629516
2.3772750659100677,-61.46804376629516
2.3772750659100677,-61.46804376629516
2.3772750659100677,-61.46804376629516
2.3772750659100677,-61.46804376629516
2.3772750659100677,-61.46804376629516
2.3772750659100677,-60.427387700661065
2.3772750659100677,-60.421746134501944
2.3772750659100677,-60.25598551001087
2.3772750659100677,-60.241955814223
2.3772750659100677,-59.93524761106649
2.3772750659100677,-59.89764120372781
2.3772750659100677,-63.92523820543306
2.3772750659100677,-62.14325136433127
2.3772750659100677,-61.80086150250147
2.3772750659100677,-61.80086150250147
2.3772750659100677,-61.80086150250147
2.3772750659100677,-61.80086150250147
2.3772750659100677,-61.80086150250147
2.3772750659100677,-61.80086150250147
2.3772750659100677,-61.80086150250147
2.3772750659100677,-61.80086150250147
2.3772750659100677,-61.70068340103513
2.3772750659100677,-61.70068340103513
2.3772750659100677,-61.70068340103513
2.3772750659100677,-61.70068340103513
2.3772750659100677,-61.70068340103513
2.3772750659100677,-61.54062487540376
2.3772750659100677,-61.54062487540376
2.3772750659100677,-61.54062487540376
2.3772750659100677,-61.46804376629516
2.3772750659100677,-61.46804376629516
2.3772750659100677,-61.46804376629516
2.3772750659100677,-61.46804376629516
2.3772750659100677,-61.46804376629516
2.3772750659100677,-61.46804376629516
2.3772750659100677,-60.65406921206875
2.3772750659100677,-60.421746134501944
2.3772750659100677,-60.421746134501944
2.3772750659100677,-60.421746134501944
2.3772750659100677,-60.241955814223
2.3772750659100677,-63.81298661972454
2.3772750659100677,-62.14325136433127
2.3772750659100677,-62.14325136433127
2.3772750659100677,-62.14325136433127
2.3772750659100677,-62.14325136433127
2.3772750659100677,-61.80086150250147
2.3772750659100677,-61.80086150250147
2.3772750659100677,-61.80086150250147
2.3772750659100677,-61.80086150250147
2.3772750659100677,-61.80086150250147
2.3772750659100677,-61.70068340103513
2.3772750659100677,-61.70068340103513
2.3772750659100677,-61.70068340103513
2.3772750659100677,-61.70068340103513
2.3772750659100677,-61.70068340103513
2.3772750659100677,-61.70068340103513
2.3772750659100677,-61.70068340103513
2.3772750659100677,-61.70068340103513
2.3772750659100677,-61.70068340103513
2.3772750659100677,-61.54062487540376
2.3772750659100677,-61.54062487540376
2.3772750659100677,-61.54062487540376
2.3772750659100677,-61.54062487540376
2.3772750659100677,-61.46804376629516
2.3772750659100677,-61.46804376629516
2.3772750659100677,-61.46804376629516
2.3772750659100677,-61.46804376629516
2.3772750659100677,-61.46804376629516
2.3772750659100677,-61.46804376629516
2.3772750659100677,-61.46804376629516
2.3772750659100677,-61.46804376629516
2.3772750659100677,-61.46804376629516
2.3772750659100677,-61.30390277053548
2.3772750659100677,-60.586046166186556
2.3772750659100677,-60.421746134501944
2.3772750659100677,-60.421746134501944
2.3772750659100677,-59.89764120372781
2.3772750659100677,-63.888610987177216
2.3772750659100677,-62.14325136433127
2.3772750659100677,-62.14325136433127
2.3772750659100677,-62.14325136433127
2.3772750659100677,-62.14325136433127
2.3772750659100677,-62.14325136433127
2.3772750659100677,-62.14325136433127
2.3772750659100677,-61.80086150250147
2.3772750659100677,-61.80086150250147
2.3772750659100677,-61.80086150250147
2.3772750659100677,-61.80086150250147
2.3772750659100677,-61.80086150250147
2.3772750659100677,-61.80086150250147
2.3772750659100677,-61.76680841657757
2.3772750659100677,-61.7118712892472
2.3772750659100677,-61.7118712892472
2.3772750659100677,-61.70068340103513
2.3772750659100677,-61.70068340103513
2.3772750659100677,-61.70068340103513
2.3772750659100677,-61.70068340103513
2.3772750659100677,-61.70068340103513
2.3772750659100677,-61.70068340103513
2.3772750659100677,-61.70068340103513
2.3772750659100677,-61.70068340103513
2.3772750659100677,-61.54062487540376
2.3772750659100677,-61.54062487540376
2.3772750659100677,-61.54062487540376
2.3772750659100677,-61.54062487540376
2.3772750659100677,-61.46804376629516
2.3772750659100677,-61.46804376629516
2.3772750659100677,-61.46804376629516
2.3772750659100677,-61.46804376629516
2.3772750659100677,-61.46804376629516
2.3772750659100677,-61.46804376629516
2.3772750659100677,-61.46804376629516
2.3772750659100677,-60.73140063139296
2.3772750659100677,-60.73140063139296
2.3772750659100677,-60.421746134501944
2.3772750659100677,-59.89881263486114
2.3772750659100677,-62.14325136433127
2.3772750659100677,-62.14325136433127
2.3772750659100677,-62.14325136433127
2.3772750659100677,-62.14325136433127
2.3772750659100677,-62.14325136433127
2.3772750659100677,-61.80086150250147
2.3772750659100677,-61.80086150250147
2.3772750659100677,-61.80086150250147
2.3772750659100677,-61.80086150250147
2.3772750659100677,-61.80086150250147
2.3772750659100677,-61.80086150250147
2.3772750659100677,-61.80086150250147
2.3772750659100677,-61.76680841657757
2.3772750659100677,-61.80086150250147
2.3772750659100677,-61.70068340103513
2.3772750659100677,-61.70068340103513
2.3772750659100677,-61.70068340103513
2.3772750659100677,-61.70068340103513
2.3772750659100677,-61.70068340103513
2.3772750659100677,-61.70068340103513
2.3772750659100677,-61.70068340103513
2.3772750659100677,-61.54062487540376
2.3772750659100677,-61.54062487540376
2.3772750659100677,-61.54062487540376
2.3772750659100677,-61.54062487540376
2.3772750659100677,-61.46804376629516
2.3772750659100677,-61.46804376629516
2.3772750659100677,-61.46804376629516
2.3772750659100677,-61.46804376629516
2.3772750659100677,-61.30390277053548
2.369617570778061,-53.7575165099062
2.3772750659100677,-63.92523820543306
2.3772750659100677,-63.849613837980385
2.3772750659100677,-62.14325136433127
2.3772750659100677,-62.14325136433127
2.3772750659100677,-62.14325136433127
2.3772750659100677,-62.14325136433127
2.3772750659100677,-62.14325136433127
2.3772750659100677,-62.14325136433127
2.3772750659100677,-61.80086150250147
2.3772750659100677,-61.80086150250147
2.3772750659100677,-61.80086150250147
2.3772750659100677,-61.80086150250147
2.3772750659100677,-61.80086150250147
2.3772750659100677,-61.80086150250147
2.3772750659100677,-61.80086150250147
2.3772750659100677,-61.70068340103513
2.3772750659100677,-61.70068340103513
2.3772750659100677,-61.70068340103513
2.3772750659100677,-61.70068340103513
2.3772750659100677,-61.70068340103513
2.3772750659100677,-61.70068340103513
2.3772750659100677,-61.54062487540376
2.3772750659100677,-61.54062487540376
2.3772750659100677,-61.54062487540376
2.3772750659100677,-61.46804376629516
2.3772750659100677,-61.46804376629516
2.3772750659100677,-61.30390277053548
2.3772750659100677,-59.93407617993316
2.3772750659100677,-59.93407617993316
2.3772750659100677,-59.83092144038465
2.3772750659100677,-63.92523820543306
2.3772750659100677,-63.92523820543306
2.3772750659100677,-62.14325136433127
2.3772750659100677,-62.14325136433127
2.3772750659100677,-62.14325136433127
2.3772750659100677,-62.14325136433127
2.3772750659100677,-61.80086150250147
2.3772750659100677,-61.80086150250147
2.3772750659100677,-61.80086150250147
2.3772750659100677,-61.80086150250147
2.3772750659100677,-61.80086150250147
2.3772750659100677,-61.80086150250147
2.3772750659100677,-61.80086150250147
2.3772750659100677,-61.80086150250147
2.3772750659100677,-61.80086150250147
2.3772750659100677,-61.76680841657757
2.3772750659100677,-61.70068340103513
2.3772750659100677,-61.70068340103513
2.3772750659100677,-61.70068340103513
2.3772750659100677,-61.70068340103513
2.3772750659100677,-61.70068340103513
2.3772750659100677,-61.70068340103513
