Data,latitude,longitude,confidence
2022-12-27,-9.6797,-68.1653,71.0
2022-07-28,-2.5267,-44.2136,68.0
2020-12-11,-3.1036,-60.0156,37.0
2020-03-08,-10.9524,-37.0543,0.0
2019-01-30,-3.8157,-38.5378,80.0
2023-05-03,2.8169,-60.6908,0.0
2019-12-10,-16.6428,-49.2202,78.0
2020-12-08,-25.4487,-49.2306,79.0
2021-12-25,-7.1653,-34.8156,49.0
2021-04-17,-10.1908,-48.3019,69.0
2023-06-03,-8.7936,-63.8458,72.0
2019-07-26,-8.0593,-34.9592,39.0
2020-10-30,-20.4472,-54.7226,50.0
2019-03-07,-1.4112,-48.4395,27.0
2020-03-19,-10.9524,-37.0543,0.0
2024-02-17,-27.6025,-48.62,63.0
2021-08-27,-8.0592,-34.9592,39.0
2019-02-05,-5.8372,-35.2081,26.0
2019-10-27,-10.9524,-37.0543,0.0
2020-04-20,0.035,-51.0888,86.0
2023-06-13,-27.6025,-48.62,63.0
2021-10-30,-5.8372,-35.2081,26.0
2022-04-02,-22.3581,-49.0289,32.0
2019-05-30,-5.0348,-42.8013,62.0
2021-02-22,-20.4472,-54.7226,50.0
2023-04-18,-20.4472,-54.7226,50.0
2020-11-10,-27.6025,-48.6201,63.0
2020-09-04,-22.3581,-49.0289,32.0
2021-08-18,-15.5593,-56.063,77.0
2022-10-12,-16.6428,-49.2202,78.0
2019-07-28,-1.4112,-48.4395,27.0
2020-02-08,-5.8372,-35.2081,26.0
2023-01-26,-9.5511,-35.7703,64.0
2024-05-10,-8.7936,-63.8458,72.0
2021-01-26,-3.1033,-60.0164,37.0
2020-01-25,-22.9883,-43.1906,0.0
2022-11-07,-9.6797,-68.1653,71.0
2020-12-13,-10.1907,-48.3018,69.0
2020-04-29,-25.4487,-49.2306,79.0
2020-08-03,-5.8372,-35.2081,26.0
2020-09-03,-27.6025,-48.6201,63.0
2020-12-25,-1.4112,-48.4395,27.0
2019-05-28,-22.9883,-43.1906,0.0
2023-03-05,-9.5511,-35.7703,64.0
2019-02-12,-27.6025,-48.6201,63.0
2019-03-31,-16.6428,-49.2202,78.0
2024-01-30,-19.98,-43.9586,44.0
2021-02-12,-8.0592,-34.9592,39.0
2024-06-04,-7.1653,-34.8156,49.0
2024-01-01,-9.5511,-35.7703,64.0
2019-09-20,-7.1654,-34.8156,49.0
2023-02-13,-1.4112,-48.4395,27.0
2021-07-16,-15.5593,-56.063,77.0
2024-01-07,2.8169,-60.6908,0.0
2023-02-01,-30.0536,-51.1747,82.0
2021-11-07,-3.1033,-60.0164,37.0
2022-10-13,-5.0347,-42.8014,62.0
2024-07-08,-8.7936,-63.8458,72.0
2021-01-04,-10.1908,-48.3019,69.0
2019-07-10,2.8169,-60.6908,0.0
2019-07-03,-9.9578,-68.1652,71.0
2019-12-10,-30.0535,-51.1748,82.0
2021-06-08,-2.5267,-44.2136,68.0
2021-04-26,-8.0592,-34.9592,39.0
2021-05-05,-30.0536,-51.1747,82.0
2020-01-28,-3.8157,-38.5378,80.0
2020-10-08,-1.4112,-48.4395,27.0
2023-08-10,-20.2708,-40.3058,0.0
2021-07-08,-8.0592,-34.9592,39.0
2019-10-23,-3.8157,-38.5378,80.0
2022-06-23,-20.2708,-40.3058,0.0
2021-07-30,-19.98,-43.9586,44.0
2021-08-17,-2.5267,-44.2136,68.0
2021-12-25,-2.5267,-44.2136,68.0
2021-03-24,-2.5267,-44.2136,68.0
2023-07-16,-9.5511,-35.7703,64.0
2022-06-02,2.8169,-60.6908,0.0
2020-12-17,-20.2708,-40.3058,0.0
2021-02-04,-27.6025,-48.6201,63.0
2021-06-04,-15.7894,-47.9258,84.0
2020-03-16,-5.0347,-42.8014,62.0
2019-10-20,-16.6428,-49.2202,78.0
2024-06-02,2.8169,-60.6908,0.0
2019-10-28,-25.4487,-49.2306,79.0
2020-05-06,2.8169,-60.6908,0.0
2019-04-20,-30.0535,-51.1748,82.0
2020-10-11,-22.9883,-43.1906,0.0
2019-04-08,-9.5512,-35.7702,64.0
2019-06-21,-20.2711,-40.3061,0.0
2020-02-15,-27.6025,-48.6201,63.0
2019-12-20,-10.9524,-37.0543,0.0
2020-03-15,-20.2708,-40.3058,0.0
2023-10-11,-25.4486,-49.2306,79.0
2023-10-11,-22.9883,-43.1906,0.0
2021-03-14,-9.5511,-35.7703,64.0
2021-04-01,0.035,-51.0889,86.0
2020-03-11,-22.9883,-43.1906,0.0
2019-04-02,-19.98,-43.9587,44.0
2019-02-19,-10.9524,-37.0543,0.0
2021-06-23,-5.8372,-35.2081,26.0
2021-12-29,-20.2708,-40.3058,0.0
2024-02-06,-1.4112,-48.4395,27.0
2023-03-25,-30.0536,-51.1747,82.0
2023-12-17,-5.0347,-42.8014,62.0
2021-09-26,-5.8372,-35.2081,26.0
2024-04-15,-8.7936,-63.8458,72.0
2021-10-05,-30.0536,-51.1747,82.0
2023-06-23,-19.8839,-43.9694,78.0
2019-07-20,-20.2711,-40.3061,0.0
2024-06-22,0.035,-51.0889,86.0
2019-11-13,-15.7893,-47.9258,84.0
2022-11-21,-3.1033,-60.0164,37.0
2019-11-28,-7.1654,-34.8156,49.0
2021-06-10,-2.5267,-44.2136,68.0
2020-10-15,-2.5267,-44.2136,68.0
2022-10-01,-15.5593,-56.063,77.0
2020-07-08,-1.4112,-48.4395,27.0
2019-06-10,-3.8157,-38.5378,80.0
2024-04-16,-20.4472,-54.7226,50.0
2021-12-01,-15.7894,-47.9258,84.0
2022-03-26,-25.4486,-49.2306,79.0
2023-02-07,-20.4472,-54.7226,50.0
2023-05-28,-5.0347,-42.8014,62.0
2022-01-16,-22.3581,-49.0289,32.0
2019-10-22,-8.0593,-34.9592,39.0
2023-06-29,-2.5267,-44.2136,68.0
2020-11-28,-5.0347,-42.8014,62.0
2021-06-16,-19.98,-43.9586,44.0
2021-09-22,-3.1033,-60.0164,37.0
2020-12-12,-3.1036,-60.0156,37.0
2023-02-23,-9.5511,-35.7703,64.0
2022-09-14,-5.8372,-35.2081,26.0
2019-08-19,-19.98,-43.9587,44.0
2021-07-30,-1.4112,-48.4395,27.0
2023-04-20,-1.4112,-48.4395,27.0
2024-06-30,-20.2708,-40.3058,0.0
2022-08-03,-25.4486,-49.2306,79.0
2022-02-27,-22.3581,-49.0289,32.0
2023-08-03,-8.7936,-63.8458,72.0
2019-03-20,-1.4112,-48.4395,27.0
2019-03-18,-22.9883,-43.1906,0.0
2023-03-11,-19.8839,-43.9694,78.0
2019-05-01,-25.4487,-49.2306,79.0
2020-02-03,-25.4487,-49.2306,79.0
2020-07-14,-8.0593,-34.9592,39.0
2023-08-19,-27.6025,-48.62,63.0
2021-12-25,-22.3581,-49.0289,32.0
2023-09-04,-19.8839,-43.9694,78.0
2024-05-27,-25.4486,-49.2306,79.0
2019-09-15,-5.0348,-42.8013,62.0
2023-08-02,-8.7936,-63.8458,72.0
2024-02-08,-15.7894,-47.9258,84.0
2020-12-11,-1.4112,-48.4395,27.0
2022-06-28,-20.2708,-40.3058,0.0
2024-04-28,2.8169,-60.6908,0.0
2019-08-05,-30.0535,-51.1748,82.0
2021-03-09,-22.9883,-43.1906,0.0
2021-05-04,0.035,-51.0889,86.0
2019-08-20,-15.7893,-47.9258,84.0
2023-07-08,-1.4112,-48.4395,27.0
2023-11-23,-20.4472,-54.7226,50.0
2019-05-30,-20.4472,-54.7226,50.0
2022-10-09,-22.3581,-49.0289,32.0
2020-11-19,-3.8157,-38.5378,80.0
2024-05-25,-15.6069,-56.0608,65.0
2020-04-01,-22.9883,-43.1906,0.0
2022-08-21,-19.98,-43.9586,44.0
2023-08-22,-19.8839,-43.9694,78.0
2019-11-27,-8.0593,-34.9592,39.0
2020-02-10,-3.1036,-60.0156,37.0
2022-02-15,-15.7894,-47.9258,84.0
2021-05-01,-3.8158,-38.5378,80.0
2023-09-24,-5.8372,-35.2081,26.0
2022-03-29,-7.1653,-34.8156,49.0
2024-08-16,-10.9525,-37.0544,0.0
2024-06-15,-8.7936,-63.8458,72.0
2024-08-01,-20.2708,-40.3058,0.0
2021-01-14,-30.0536,-51.1747,82.0
2019-07-04,-15.5593,-56.063,77.0
2022-05-04,-16.6428,-49.2202,78.0
2022-08-24,2.8169,-60.6908,0.0
2023-02-18,2.8169,-60.6908,0.0
2019-09-25,-22.3581,-49.0289,32.0
2022-01-06,-7.1653,-34.8156,49.0
2020-04-11,-5.8372,-35.2081,26.0
2022-12-29,-19.98,-43.9586,44.0
2019-03-28,-20.4472,-54.7226,50.0
2021-07-23,-20.4472,-54.7226,50.0
2019-05-20,-3.1036,-60.0156,37.0
2024-07-16,-25.4486,-49.2306,79.0
2022-10-26,0.035,-51.0889,86.0
2021-01-24,-19.98,-43.9586,44.0
2021-07-25,-3.8158,-38.5378,80.0
2022-05-14,-2.5267,-44.2136,68.0
2023-01-27,-9.5511,-35.7703,64.0
2019-02-07,-1.4112,-48.4395,27.0
2019-08-15,0.035,-51.0888,86.0
2024-06-08,-10.9525,-37.0544,0.0
2021-07-01,-5.8372,-35.2081,26.0
2021-05-15,-8.0592,-34.9592,39.0
2022-11-28,-22.3581,-49.0289,32.0
2022-04-09,-16.6428,-49.2202,78.0
2021-01-04,-8.0592,-34.9592,39.0
2020-08-20,-30.0536,-51.1747,82.0
2022-11-12,-27.6025,-48.6201,63.0
2020-07-13,-8.0593,-34.9592,39.0
2021-11-21,-5.8372,-35.2081,26.0
2023-06-01,-22.3581,-49.0289,32.0
2019-02-06,-30.0535,-51.1748,82.0
2022-10-23,-5.8372,-35.2081,26.0
2021-07-29,-2.5267,-44.2136,68.0
2019-01-08,-7.1654,-34.8156,49.0
2022-05-06,-19.98,-43.9586,44.0
2024-01-13,-22.9883,-43.1906,0.0
2022-11-23,-5.0347,-42.8014,62.0
2024-01-24,-22.9883,-43.1906,0.0
2021-04-22,-5.8372,-35.2081,26.0
2019-11-08,-8.0593,-34.9592,39.0
2022-02-24,-25.4486,-49.2306,79.0
2020-07-19,-22.3581,-49.0289,32.0
2021-05-22,-9.5511,-35.7703,64.0
2023-08-13,-19.8839,-43.9694,78.0
2022-04-30,-9.5511,-35.7703,64.0
2023-06-22,-19.8839,-43.9694,78.0
2022-09-05,-25.4486,-49.2306,79.0
2022-01-28,-30.0536,-51.1747,82.0
2024-05-28,-22.9883,-43.1906,0.0
2020-09-15,-5.0347,-42.8014,62.0
2022-03-18,-3.8158,-38.5378,80.0
2020-07-30,0.035,-51.0888,86.0
2024-01-22,-2.5267,-44.2136,68.0
2021-04-16,-22.3581,-49.0289,32.0
2022-07-25,-16.6428,-49.2202,78.0
2021-02-05,-9.5511,-35.7703,64.0
2021-09-08,-8.0592,-34.9592,39.0
2019-07-22,-10.9524,-37.0543,0.0
2020-10-11,-10.1907,-48.3018,69.0
2022-07-07,-1.4112,-48.4395,27.0
2021-03-16,-3.1033,-60.0164,37.0
2023-12-19,2.8169,-60.6908,0.0
2022-10-02,-8.7936,-63.8458,72.0
2022-09-25,-3.8158,-38.5378,80.0
2022-07-11,-1.4112,-48.4395,27.0
2020-08-28,-5.8372,-35.2081,26.0
2022-08-10,-19.98,-43.9586,44.0
2023-04-27,-2.5267,-44.2136,68.0
2022-05-25,-30.0536,-51.1747,82.0
2019-05-24,2.8169,-60.6908,0.0
2023-09-13,-20.2708,-40.3058,0.0
2021-10-28,-2.5267,-44.2136,68.0
2023-01-07,-27.6025,-48.62,63.0
2021-08-27,-9.5511,-35.7703,64.0
2019-01-11,-22.9883,-43.1906,0.0
2022-07-25,-3.1033,-60.0164,37.0
2022-02-21,-3.1033,-60.0164,37.0
2021-05-02,-20.4472,-54.7226,50.0
2022-12-13,-9.5511,-35.7703,64.0
2020-05-22,-20.2708,-40.3058,0.0
2021-06-28,-25.4486,-49.2306,79.0
2022-08-12,-22.9883,-43.1906,0.0
2019-09-09,-2.5268,-44.2136,68.0
2024-06-29,-7.1653,-34.8156,49.0
2022-03-18,-20.2708,-40.3058,0.0
2019-06-10,-20.4472,-54.7226,50.0
2019-01-13,-15.5593,-56.063,77.0
2020-11-11,-10.9524,-37.0543,0.0
2022-06-21,-15.7894,-47.9258,84.0
2021-04-06,-30.0536,-51.1747,82.0
2023-06-07,-3.8158,-38.5378,80.0
2021-01-26,-9.5511,-35.7703,64.0
2020-04-08,-20.2708,-40.3058,0.0
2022-04-21,-9.5511,-35.7703,64.0
2024-08-14,-2.5267,-44.2136,68.0
2019-05-18,-25.4487,-49.2306,79.0
2021-08-10,-8.0592,-34.9592,39.0
2019-05-30,-19.98,-43.9587,44.0
2024-03-29,-27.6025,-48.62,63.0
2019-05-21,-2.5268,-44.2136,68.0
2023-07-13,-22.3581,-49.0289,32.0
2019-08-29,-30.0535,-51.1748,82.0
2024-01-25,-3.8158,-38.5378,80.0
2022-04-09,-1.4112,-48.4395,27.0
2020-12-30,-30.0536,-51.1747,82.0
2020-12-14,0.035,-51.0888,86.0
2021-12-02,-7.1653,-34.8156,49.0
2020-02-01,-22.3581,-49.0289,32.0
2020-03-12,-27.6025,-48.6201,63.0
2023-07-16,-20.2708,-40.3058,0.0
2020-09-29,-19.98,-43.9586,44.0
2020-03-31,2.8169,-60.6908,0.0
2021-03-30,-20.4472,-54.7226,50.0
2021-01-20,0.035,-51.0889,86.0
2019-09-17,-27.6025,-48.6201,63.0
2022-10-25,0.035,-51.0889,86.0
2022-10-18,-3.8158,-38.5378,80.0
2020-03-27,-25.4487,-49.2306,79.0
2023-10-09,-16.6428,-49.2203,78.0
2024-01-26,0.035,-51.0889,86.0
2023-06-11,-5.8372,-35.2081,26.0
2024-03-31,-22.3581,-49.0289,32.0
2023-04-05,-22.3581,-49.0289,32.0
2020-10-22,-10.1907,-48.3018,69.0
2022-05-23,-3.1033,-60.0164,37.0
2024-02-28,-7.1653,-34.8156,49.0
2020-10-06,-30.0536,-51.1747,82.0
2023-03-23,-10.9525,-37.0544,0.0
2023-11-12,-3.8158,-38.5378,80.0
2022-12-26,-1.4112,-48.4395,27.0
2021-08-30,-20.2708,-40.3058,0.0
2024-01-27,-10.9525,-37.0544,0.0
2021-05-15,-10.9525,-37.0544,0.0
2023-11-10,-9.6797,-68.1653,71.0
2022-03-28,-9.5511,-35.7703,64.0
2021-04-22,-22.3581,-49.0289,32.0
2023-05-12,-16.6428,-49.2203,78.0
2022-07-07,-27.6025,-48.6201,63.0
2022-03-19,-22.3581,-49.0289,32.0
2023-10-06,-3.8158,-38.5378,80.0
2020-07-27,-27.6025,-48.6201,63.0
2021-03-05,-5.8372,-35.2081,26.0
2019-11-01,-20.4472,-54.7226,50.0
2019-08-22,-15.7893,-47.9258,84.0
2019-04-24,-5.8372,-35.2081,26.0
2022-07-17,-27.6025,-48.6201,63.0
2023-07-08,-15.5593,-56.063,77.0
2023-12-21,-10.9525,-37.0544,0.0
2021-08-12,-27.6025,-48.6201,63.0
2019-07-03,-22.3581,-49.0289,32.0
2020-01-13,-27.6025,-48.6201,63.0
2020-01-28,-27.6025,-48.6201,63.0
2020-12-28,2.8169,-60.6908,0.0
2019-03-31,-8.0593,-34.9592,39.0
2023-02-15,-20.2708,-40.3058,0.0
2020-01-03,-9.9578,-68.1653,71.0
2022-03-24,2.8169,-60.6908,0.0
2021-02-17,-3.1033,-60.0164,37.0
2019-08-18,-8.0593,-34.9592,39.0
2019-07-06,-15.5593,-56.063,77.0
2019-06-09,-5.0348,-42.8013,62.0
2019-04-28,-9.5512,-35.7702,64.0
2021-01-20,-20.4472,-54.7226,50.0
2019-11-11,-10.1907,-48.3018,69.0
2024-07-28,-30.0536,-51.1747,82.0
2020-01-03,-15.5593,-56.063,77.0
2022-10-04,-5.0347,-42.8014,62.0
2021-03-24,-3.1033,-60.0164,37.0
2020-07-23,-30.0536,-51.1747,82.0
2020-03-08,0.035,-51.0888,86.0
2020-10-07,-3.8157,-38.5378,80.0
2022-07-22,-1.4112,-48.4395,27.0
2019-08-21,-30.0535,-51.1748,82.0
2024-01-23,-9.9592,-67.869,64.0
2020-04-07,-15.5593,-56.063,77.0
2024-05-01,-19.98,-43.9586,44.0
2019-03-23,-20.4472,-54.7226,50.0
2019-02-17,-22.9883,-43.1906,0.0
2022-11-02,-27.6025,-48.6201,63.0
2022-04-02,-5.8372,-35.2081,26.0
2023-11-26,-20.2708,-40.3058,0.0
2023-08-06,-2.5267,-44.2136,68.0
2019-06-20,2.8169,-60.6908,0.0
2023-11-10,-20.4472,-54.7226,50.0
2019-04-06,-19.98,-43.9587,44.0
2020-02-14,0.035,-51.0888,86.0
2022-03-10,-15.7894,-47.9258,84.0
2020-11-15,-19.98,-43.9586,44.0
2021-05-22,-2.5267,-44.2136,68.0
2022-02-12,-8.7936,-63.8458,72.0
2023-01-17,-5.8372,-35.2081,26.0
2022-12-01,-8.7936,-63.8458,72.0
2019-10-11,-30.0535,-51.1748,82.0
2024-05-23,-5.0347,-42.8014,62.0
2020-04-18,-20.2708,-40.3058,0.0
2020-08-25,-7.1654,-34.8156,49.0
2021-07-01,-15.5593,-56.063,77.0
2023-06-05,-22.3581,-49.0289,32.0
2023-12-05,-5.0347,-42.8014,62.0
2019-03-13,-15.7893,-47.9258,84.0
2021-02-22,-10.9525,-37.0544,0.0
2020-01-27,-5.0347,-42.8014,62.0
2022-11-19,-30.0536,-51.1747,82.0
2024-06-19,-19.98,-43.9586,44.0
2022-10-22,-3.1033,-60.0164,37.0
2019-03-04,-8.7937,-63.8459,72.0
2023-07-18,-10.1478,-48.3144,75.0
2021-11-05,-3.1033,-60.0164,37.0
2020-10-30,-3.1036,-60.0156,37.0
2021-01-04,-5.0347,-42.8014,62.0
2020-05-23,0.035,-51.0888,86.0
2021-06-20,-5.0347,-42.8014,62.0
2019-09-19,-22.9883,-43.1906,0.0
2020-11-04,-25.4487,-49.2306,79.0
2019-04-05,-3.1036,-60.0156,37.0
2020-12-03,0.035,-51.0888,86.0
2021-03-22,-10.9525,-37.0544,0.0
2024-04-25,-19.98,-43.9586,44.0
2023-04-27,-8.7936,-63.8458,72.0
2019-04-05,-30.0535,-51.1748,82.0
2020-12-17,-8.0593,-34.9592,39.0
2024-08-08,-9.9592,-67.869,64.0
2021-11-23,-22.9883,-43.1906,0.0
2024-08-16,-9.9592,-67.869,64.0
2020-08-09,-1.4112,-48.4395,27.0
2020-11-06,-3.1036,-60.0156,37.0
2021-05-15,-5.8372,-35.2081,26.0
2019-02-16,-10.1907,-48.3018,69.0
2022-02-21,-2.5267,-44.2136,68.0
2023-02-01,-19.8839,-43.9694,78.0
2022-05-24,-5.0347,-42.8014,62.0
2022-02-28,-22.9883,-43.1906,0.0
2023-09-06,-3.8158,-38.5378,80.0
2021-06-02,-3.8158,-38.5378,80.0
2019-03-26,-10.9524,-37.0543,0.0
2022-10-20,-25.4486,-49.2306,79.0
2021-03-19,-16.6428,-49.2202,78.0
2019-06-28,-8.0593,-34.9592,39.0
2020-10-31,-20.2708,-40.3058,0.0
2020-09-24,-10.1907,-48.3018,69.0
2024-05-14,-10.1478,-48.3144,75.0
2023-05-12,-7.1653,-34.8156,49.0
2022-02-09,-5.8372,-35.2081,26.0
2021-09-05,-30.0536,-51.1747,82.0
2024-04-24,-1.4112,-48.4395,27.0
2019-01-05,2.8169,-60.6908,0.0
2023-10-14,-22.3581,-49.0289,32.0
2024-06-14,-10.9525,-37.0544,0.0
2021-01-23,-27.6025,-48.6201,63.0
2023-10-13,-5.0347,-42.8014,62.0
2023-12-22,-9.6797,-68.1653,71.0
2023-07-13,-1.4112,-48.4395,27.0
2020-06-13,-19.98,-43.9586,44.0
2023-03-18,-19.8839,-43.9694,78.0
2022-01-05,-16.6428,-49.2202,78.0
2019-12-19,-7.1654,-34.8156,49.0
2020-02-15,-15.7893,-47.9258,84.0
2021-06-11,-19.98,-43.9586,44.0
2019-04-27,-15.7893,-47.9258,84.0
2023-08-11,-3.1033,-60.0164,37.0
2021-05-18,-10.1908,-48.3019,69.0
2021-01-24,-30.0536,-51.1747,82.0
2021-12-21,-9.5511,-35.7703,64.0
2020-01-25,-30.0536,-51.1747,82.0
2020-03-24,-20.4472,-54.7226,50.0
2021-05-28,-2.5267,-44.2136,68.0
2020-07-17,-5.8372,-35.2081,26.0
2023-12-21,-30.0536,-51.1747,82.0
2023-08-17,-22.3581,-49.0289,32.0
2022-07-14,-10.1478,-48.3144,75.0
2019-06-13,-19.98,-43.9587,44.0
2019-10-05,-15.7893,-47.9258,84.0
2022-11-28,0.035,-51.0889,86.0
2020-01-14,-15.5593,-56.063,77.0
2021-02-22,0.035,-51.0889,86.0
2021-08-12,-15.7894,-47.9258,84.0
2024-01-04,-1.4112,-48.4395,27.0
2021-07-26,-10.9525,-37.0544,0.0
2019-09-16,-10.1907,-48.3018,69.0
2022-08-04,-27.6025,-48.6201,63.0
2022-10-21,-8.7936,-63.8458,72.0
2022-08-28,-3.1033,-60.0164,37.0
2020-09-18,-22.9883,-43.1906,0.0
2020-08-16,-10.1907,-48.3018,69.0
2024-04-28,-22.3581,-49.0289,32.0
2021-09-21,-19.98,-43.9586,44.0
2019-03-17,-15.7893,-47.9258,84.0
2023-12-31,-20.2708,-40.3058,0.0
2022-09-29,-22.3581,-49.0289,32.0
2021-01-22,-25.4486,-49.2306,79.0
2024-08-07,-25.4486,-49.2306,79.0
2023-04-21,-5.8372,-35.2081,26.0
2020-05-16,-7.1654,-34.8156,49.0
2019-07-12,-27.6025,-48.6201,63.0
2022-05-05,-1.4112,-48.4395,27.0
2023-04-07,-15.5593,-56.063,77.0
2019-04-29,-8.7937,-63.8459,72.0
2024-02-20,-15.6069,-56.0608,65.0
2021-09-30,-19.98,-43.9586,44.0
2022-10-27,-9.6797,-68.1653,71.0
2019-12-05,-22.3581,-49.0289,32.0
2021-10-04,-27.6025,-48.6201,63.0
2020-08-26,-20.4472,-54.7226,50.0
2022-06-29,-3.8158,-38.5378,80.0
2023-04-24,-19.8839,-43.9694,78.0
2022-12-30,2.8169,-60.6908,0.0
2021-02-05,-30.0536,-51.1747,82.0
2021-11-23,-5.0347,-42.8014,62.0
2024-02-20,-25.4486,-49.2306,79.0
2024-03-30,-20.2708,-40.3058,0.0
2019-10-06,0.035,-51.0888,86.0
2019-10-17,-10.1907,-48.3018,69.0
2021-09-25,-20.4472,-54.7226,50.0
2021-06-21,-10.9525,-37.0544,0.0
2022-10-16,-25.4486,-49.2306,79.0
2023-09-30,-22.3581,-49.0289,32.0
2019-04-02,-10.1907,-48.3018,69.0
2022-09-24,-22.3581,-49.0289,32.0
2024-02-19,-20.2708,-40.3058,0.0
2023-01-07,-22.9883,-43.1906,0.0
2021-03-31,-22.9883,-43.1906,0.0
2022-07-25,-7.1653,-34.8156,49.0
2020-10-25,-8.0593,-34.9592,39.0
2021-06-11,-27.6025,-48.6201,63.0
2020-02-20,-27.6025,-48.6201,63.0
2019-08-14,2.8169,-60.6908,0.0
2020-02-08,-19.98,-43.9586,44.0
2023-03-19,-7.1653,-34.8156,49.0
2019-04-09,-19.98,-43.9587,44.0
2019-03-03,-22.9883,-43.1906,0.0
2021-05-31,-30.0536,-51.1747,82.0
2023-08-13,-10.9525,-37.0544,0.0
2022-12-23,-8.7936,-63.8458,72.0
2020-12-04,-20.2708,-40.3058,0.0
2021-12-06,-5.8372,-35.2081,26.0
2021-08-30,-3.8158,-38.5378,80.0
2023-07-06,-16.6428,-49.2203,78.0
2023-12-31,-30.0536,-51.1747,82.0
2023-07-01,-16.6428,-49.2203,78.0
2023-04-06,-25.4486,-49.2306,79.0
2019-08-30,-9.5512,-35.7702,64.0
2024-03-13,-20.2708,-40.3058,0.0
2021-09-20,-10.1908,-48.3019,69.0
2019-04-20,-20.4472,-54.7226,50.0
2021-04-18,-22.9883,-43.1906,0.0
2019-07-15,-30.0535,-51.1748,82.0
2020-08-02,-27.6025,-48.6201,63.0
2023-10-06,-2.5267,-44.2136,68.0
2019-11-05,-19.98,-43.9587,44.0
2022-12-30,-3.8158,-38.5378,80.0
2023-04-20,-22.3581,-49.0289,32.0
2020-10-02,-7.1654,-34.8156,49.0
2022-07-04,-7.1653,-34.8156,49.0
2022-10-13,-2.5267,-44.2136,68.0
2019-12-10,-15.7893,-47.9258,84.0
2022-06-05,-22.3581,-49.0289,32.0
2020-05-21,-25.4487,-49.2306,79.0
2020-08-26,-2.5267,-44.2136,68.0
2021-02-27,-9.5511,-35.7703,64.0
2023-04-17,-10.1478,-48.3144,75.0
2020-04-01,-1.4112,-48.4395,27.0
2021-12-05,-30.0536,-51.1747,82.0
2022-07-01,2.8169,-60.6908,0.0
2021-02-19,-10.1908,-48.3019,69.0
2019-04-18,-7.1654,-34.8156,49.0
2022-05-26,-19.98,-43.9586,44.0
2020-07-10,-15.7893,-47.9258,84.0
2019-08-22,-5.8372,-35.2081,26.0
2019-06-15,-3.8157,-38.5378,80.0
2021-08-21,-20.4472,-54.7226,50.0
2019-04-26,2.8169,-60.6908,0.0
2020-03-08,-19.98,-43.9586,44.0
2019-03-31,-30.0535,-51.1748,82.0
2021-02-24,-30.0536,-51.1747,82.0
2023-06-15,-22.3581,-49.0289,32.0
2020-07-28,-20.2708,-40.3058,0.0
2019-05-05,-5.0348,-42.8013,62.0
2020-01-07,-9.9578,-68.1653,71.0
2021-04-19,-5.0347,-42.8014,62.0
2021-10-04,-2.5267,-44.2136,68.0
2021-12-15,-1.4112,-48.4395,27.0
2019-12-13,-9.5512,-35.7702,64.0
2022-06-08,-22.3581,-49.0289,32.0
2021-06-28,-5.0347,-42.8014,62.0
2019-03-08,-5.8372,-35.2081,26.0
2024-04-25,-8.7936,-63.8458,72.0
2021-08-14,-3.1033,-60.0164,37.0
2022-08-20,-7.1653,-34.8156,49.0
2021-10-28,-1.4112,-48.4395,27.0
2019-12-30,-15.5593,-56.063,77.0
2022-10-24,-15.7894,-47.9258,84.0
2024-07-31,2.8169,-60.6908,0.0
2022-10-23,-2.5267,-44.2136,68.0
2022-06-18,-5.0347,-42.8014,62.0
2022-07-26,-5.8372,-35.2081,26.0
2019-09-07,-3.8157,-38.5378,80.0
2019-02-01,-15.5593,-56.063,77.0
2022-04-24,-1.4112,-48.4395,27.0
2020-06-25,-30.0536,-51.1747,82.0
2023-02-28,-19.8839,-43.9694,78.0
2024-03-30,2.8169,-60.6908,0.0
2022-12-22,-22.3581,-49.0289,32.0
2021-01-02,-5.0347,-42.8014,62.0
2020-05-06,-5.0347,-42.8014,62.0
2022-11-06,-15.7894,-47.9258,84.0
2022-11-06,-19.98,-43.9586,44.0
2019-07-27,-30.0535,-51.1748,82.0
2023-10-14,-16.6428,-49.2203,78.0
2020-02-23,-8.0593,-34.9592,39.0
2020-11-26,-10.1907,-48.3018,69.0
2021-07-12,-19.98,-43.9586,44.0
2023-08-22,-5.0347,-42.8014,62.0
2021-08-11,-15.5593,-56.063,77.0
2024-06-02,-15.7894,-47.9258,84.0
2021-12-02,-25.4486,-49.2306,79.0
2022-02-18,-27.6025,-48.6201,63.0
2023-06-29,-25.4486,-49.2306,79.0
2021-05-20,-5.0347,-42.8014,62.0
2024-07-04,0.035,-51.0889,86.0
2024-01-25,-1.4112,-48.4395,27.0
2022-07-12,-2.5267,-44.2136,68.0
2020-03-07,-22.9883,-43.1906,0.0
2023-06-03,-19.8839,-43.9694,78.0
2019-03-31,-27.6025,-48.6201,63.0
2022-10-26,-2.5267,-44.2136,68.0
2023-06-09,-3.1033,-60.0164,37.0
2019-12-11,-20.2711,-40.3061,0.0
2024-07-15,-10.1478,-48.3144,75.0
2022-08-10,-27.6025,-48.6201,63.0
2022-09-27,-2.5267,-44.2136,68.0
2020-04-01,-19.98,-43.9586,44.0
2020-01-26,0.035,-51.0888,86.0
2020-04-05,-2.5267,-44.2136,68.0
2024-08-24,-20.4472,-54.7226,50.0
2019-06-26,-9.5512,-35.7702,64.0
